식품군,식품,평균(g),표준오차(g),p1(g),p5(g),p10(g),p25(g),p50(g),p75(g),p90(g),p95(g),p99(g),n
곡류 및 그 제품,"빵,식빵",1.53,0.18,0.09,0.14,0.33,0.7,0.99,2.08,3.06,4.43,6.76,66
곡류 및 그 제품,보리,0.27,0.02,0.02,0.04,0.04,0.08,0.15,0.35,0.63,0.79,1.23,119
곡류 및 그 제품,시리얼,0.58,0.06,0.01,0.03,0.07,0.2,0.52,0.9,1.09,1.13,1.61,31
곡류 및 그 제품,현미,0.21,0.02,0.01,0.02,0.03,0.07,0.12,0.25,0.54,0.75,0.89,137
곡류 및 그 제품,백미,1.67,0.06,0.09,0.23,0.37,0.9,1.45,2.19,3.18,4.1,5.26,463
곡류 및 그 제품,찹쌀,0.15,0.03,0,0,0.01,0.02,0.05,0.13,0.3,0.5,1.15,78
곡류 및 그 제품,밥,2.34,0.13,0.31,0.7,0.8,1.19,2.01,3.11,4.19,4.89,6.77,111
곡류 및 그 제품,"떡,가래떡/백설기",1.09,0.15,0,0.01,0.03,0.19,0.9,1.55,2.32,3.13,4.68,100
곡류 및 그 제품,옥수수,0.58,0.15,0,0.01,0.01,0.03,0.08,0.46,1.49,3.36,4.22,33
곡류 및 그 제품,조,0.03,0.01,0,0,0,0.01,0.02,0.04,0.08,0.1,0.27,61
곡류 및 그 제품,만두,1.17,0.19,0,0,0.11,0.25,1.01,1.63,2.46,3.23,4.74,50
곡류 및 그 제품,"밥,볶음밥/덮밥",2.91,0.35,0.86,0.86,0.88,1.29,2.39,3.82,4.24,6.26,8.13,21
감자 및 전분류,감자,1.03,0.17,0.01,0.02,0.03,0.09,0.35,0.98,2.3,3.74,9.31,185
감자 및 전분류,감자튀김,0.74,0.07,0.17,0.17,0.23,0.48,0.63,0.82,1.21,1.57,2.43,34
감자 및 전분류,고구마,1.88,0.75,0.01,0.01,0.02,0.04,0.28,1.95,4.08,7.13,11.57,40
감자 및 전분류,전분,0.21,0.03,0,0,0,0,0.1,0.24,0.69,0.73,1.39,66
감자 및 전분류,당면,0.18,0.03,0,0.01,0.01,0.03,0.14,0.25,0.32,0.65,0.92,63
당류 및 그 제품,꿀,0.06,0.02,0,0,0,0.01,0.01,0.08,0.27,0.3,0.34,29
당류 및 그 제품,당밀/시럽,0.38,0.03,0.03,0.05,0.17,0.23,0.32,0.44,0.68,0.89,1.09,42
당류 및 그 제품,물엿/조청,0.07,0.01,0,0,0,0.01,0.04,0.1,0.2,0.25,0.5,269
당류 및 그 제품,설탕,0.06,0.01,0,0,0,0.01,0.03,0.07,0.12,0.18,0.43,382
당류 및 그 제품,초콜릿,0.58,0.11,0.06,0.1,0.13,0.26,0.41,0.65,1,1.68,1.69,34
당류 및 그 제품,"매실,농축액",0.05,0.02,0,0,0,0,0.01,0.03,0.05,0.12,0.72,91
두류 및 그 제품,대두,0.1,0.01,0,0,0.01,0.03,0.06,0.09,0.19,0.33,0.86,82
두류 및 그 제품,두부,0.72,0.11,0,0.01,0.01,0.09,0.3,0.73,1.58,2.83,7.22,171
두류 및 그 제품,완두콩,0.03,0,0,0,0,0,0,0.03,0.11,0.13,0.17,37
종실류 및 그 제품,들깨,0.02,0,0,0,0,0,0.01,0.02,0.04,0.05,0.08,44
종실류 및 그 제품,땅콩,0.02,0,0,0,0,0,0.01,0.01,0.03,0.04,0.18,42
종실류 및 그 제품,밤,0.04,0.02,0,0,0,0,0,0.04,0.16,0.17,0.23,21
종실류 및 그 제품,아몬드,0.19,0.07,0,0,0,0.01,0.04,0.16,0.56,0.89,1.12,36
종실류 및 그 제품,"깨,흰깨",0.01,0,0,0,0,0,0.01,0.01,0.03,0.05,0.09,346
종실류 및 그 제품,호두,0.03,0.01,0,0,0,0.01,0.02,0.04,0.08,0.11,0.2,32
종실류 및 그 제품,깨소금,0.01,0,0,0,0,0,0,0.01,0.02,0.03,0.13,43
채소류,풋고추,0.05,0.01,0,0,0,0,0.01,0.05,0.1,0.16,0.53,245
채소류,붉은고추,0.01,0,0,0,0,0,0,0.01,0.01,0.04,0.11,89
채소류,고춧잎,0.02,0.01,0,0,0,0,0,0.01,0.03,0.05,0.27,20
채소류,"김치,깍두기",0.69,0.1,0,0,0,0.14,0.56,1.07,1.28,1.74,2.82,65
채소류,"김치,배추김치",1.26,0.07,0.03,0.11,0.17,0.49,0.9,1.71,2.78,3.52,4.91,344
채소류,"김치,열무김치",0.52,0.08,0,0.01,0.01,0.01,0.1,0.68,1.68,1.82,2.26,49
채소류,"김치,총각김치",0.84,0.28,0,0.01,0.01,0.02,0.1,0.92,2.75,4.18,4.24,30
채소류,깻잎,0.06,0.01,0,0,0,0,0.02,0.06,0.13,0.18,0.76,102
채소류,당근,0.23,0.02,0,0.01,0.01,0.04,0.14,0.3,0.49,0.71,1.31,374
채소류,마늘,0.08,0.01,0,0,0.01,0.02,0.04,0.08,0.15,0.27,0.52,478
채소류,무,0.28,0.03,0,0.01,0.02,0.04,0.11,0.4,0.66,0.81,1.52,151
채소류,단무지,0.42,0.05,0.04,0.08,0.1,0.16,0.24,0.51,0.92,1.2,2.15,114
채소류,"무,무장아찌",0.45,0.06,0.03,0.03,0.07,0.14,0.36,0.66,0.95,1.15,1.17,21
채소류,미나리,0.12,0.02,0,0,0.01,0.02,0.08,0.2,0.26,0.28,0.39,35
채소류,양배추,0.4,0.05,0,0.01,0.01,0.05,0.27,0.53,0.9,1.12,2.7,195
채소류,배추,0.26,0.03,0,0.01,0.02,0.05,0.15,0.33,0.69,0.86,1.74,93
채소류,부추,0.12,0.02,0,0,0,0.01,0.04,0.09,0.23,0.54,1.5,157
채소류,브로콜리,0.08,0.02,0,0,0,0.01,0.04,0.07,0.12,0.31,0.62,34
채소류,상추,0.49,0.06,0,0.01,0.02,0.13,0.32,0.7,1.01,1.3,2.53,78
채소류,생강,0.01,0,0,0,0,0,0,0.01,0.03,0.04,0.08,133
채소류,시금치,0.3,0.03,0,0,0.01,0.02,0.04,0.37,0.83,1,2.21,101
채소류,새싹채소,0,0,0,0,0,0,0,0,0.01,0.02,0.02,38
채소류,쑥갓,0.03,0.01,0,0,0,0.01,0.01,0.04,0.1,0.12,0.15,53
채소류,양상추,0.5,0.05,0.01,0.01,0.06,0.2,0.38,0.64,0.93,1.3,1.82,42
채소류,양파,0.61,0.04,0,0.02,0.05,0.17,0.37,0.79,1.45,1.95,3.25,473
채소류,오이,0.28,0.05,0.01,0.01,0.02,0.04,0.11,0.33,0.57,1.17,2.19,174
채소류,"오이,피클",0.31,0.04,0,0,0.02,0.05,0.25,0.45,0.64,1.09,1.42,65
채소류,우엉,0.08,0,0.01,0.02,0.03,0.04,0.06,0.09,0.15,0.16,0.17,43
채소류,치커리,0.06,0.02,0,0,0,0,0.01,0.08,0.21,0.25,0.26,27
채소류,콩나물,0.33,0.04,0,0.01,0.02,0.05,0.17,0.38,0.89,1.15,1.92,116
채소류,토마토,0.61,0.14,0,0,0.01,0.04,0.15,0.57,1.34,2.49,7.86,86
채소류,파,0.19,0.02,0,0.01,0.02,0.05,0.11,0.23,0.39,0.65,1,456
채소류,파프리카,0.13,0.02,0,0,0,0,0.01,0.03,0.37,0.61,1.49,60
채소류,피망,0.11,0.02,0,0,0,0.01,0.04,0.09,0.19,0.43,1.47,134
채소류,애호박,0.31,0.05,0,0,0.01,0.04,0.13,0.3,0.82,1.31,2.44,199
채소류,단호박,0.29,0.16,0,0,0,0.01,0.01,0.06,0.26,2.29,3.35,26
채소류,채소국물,0.4,0.07,0.01,0.01,0.03,0.07,0.22,0.67,1.06,1.28,1.39,59
채소류,"파슬리,말린것",0,0,0,0,0,0,0,0,0.01,0.01,0.02,23
버섯류,느타리버섯,0.29,0.03,0,0,0.01,0.02,0.06,0.27,0.65,1.41,2.73,119
버섯류,"목이버섯,말린것",0.01,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,24
버섯류,"목이버섯,삶은것",0.05,0.03,0,0,0,0,0.01,0.02,0.03,0.03,0.86,23
버섯류,양송이버섯,0.14,0.02,0,0,0,0.03,0.08,0.17,0.27,0.53,0.63,63
버섯류,팽이버섯,0.16,0.04,0,0,0,0.01,0.02,0.12,0.54,0.69,1.6,111
버섯류,표고버섯,0.13,0.02,0,0,0.01,0.02,0.07,0.19,0.32,0.46,0.7,126
과실류,귤,3.31,0.29,0.06,0.28,0.49,0.82,2.51,3.77,5.91,7,16.34,34
과실류,레몬,0.01,0,0,0,0,0,0.01,0.01,0.02,0.03,0.04,20
과실류,바나나,1.5,0.21,0,0,0.02,0.6,1.39,2.15,2.94,3.52,3.93,35
과실류,배,0.68,0.14,0.01,0.01,0.01,0.03,0.09,0.22,2.26,3.37,6.54,39
과실류,복숭아,1.41,0.35,0,0,0.01,0.01,0.02,2.2,4.64,5.13,6.98,32
과실류,사과,1.56,0.37,0,0,0.01,0.02,0.06,2.64,5.05,6.48,10.64,97
과실류,수박,3.25,0.19,0.02,0.48,0.74,1.89,2.59,3.17,6.07,6.76,8.68,22
과실류,올리브,0.08,0.01,0,0.01,0.01,0.02,0.05,0.1,0.2,0.26,0.31,34
과실류,키위,0.25,0.06,0,0,0,0,0.02,0.08,1.06,1.65,2.23,56
과실류,파인애플,0.24,0.12,0,0,0,0.01,0.01,0.05,0.54,1.42,2.78,29
해조류,김,0.02,0,0,0,0,0,0.02,0.02,0.04,0.05,0.18,102
해조류,"미역,말린것",0.05,0.01,0,0,0,0,0.05,0.08,0.1,0.14,0.17,46
해조류,다시마국물,0.83,0.14,0.01,0.03,0.03,0.12,0.28,0.71,2.37,3.76,5.87,116
해조류,조미김,0.03,0,0,0,0,0.01,0.02,0.04,0.06,0.09,0.18,93
음료류,과일음료,4.79,0.53,0.29,1.03,1.43,2.03,3.67,6.33,9.11,12.97,13.58,37
음료류,"음료류,이온음료",6.79,0.88,1,1.37,2.17,3.24,5.16,9.25,12.38,13.91,15.14,423
음료류,기타탄산음료,4.92,0.19,2.31,2.31,2.58,3.38,5.02,5.98,6.55,7.91,8.88,70
음료류,사이다,3.32,0.55,0,0,0.01,0.02,1.74,5.32,8.64,11.67,17.02,363
음료류,콜라,5.57,0.48,0.05,0.1,1.08,3.06,4.78,6.97,8.55,12.31,23.15,283
음료류,"커피,커피만",0.03,0,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.06,0.13,29
음료류,"커피,침출액",6.1,0.43,0.38,0.52,0.72,2.51,5.08,7.83,11.18,15.52,25.98,30
음료류,커피음료,5.6,0.96,1.76,1.78,2.09,2.88,4.36,6.17,10.07,10.87,18.08,137
음료류,"커피,커피믹스",0.23,0.03,0.04,0.04,0.06,0.14,0.18,0.28,0.35,0.47,0.7,73
주류,맥주,9.49,0.69,1.46,2.99,3.93,5.6,7.05,10.49,23.11,25.97,32.32,141
주류,소주,5.42,0.7,0,0,0.01,0.04,3.65,8.54,13.38,18.35,19.41,105
조미료류,"토마토,페이스트",0.31,0.04,0,0.03,0.06,0.09,0.2,0.4,0.78,1.04,1.25,322
조미료류,간장,0.13,0.01,0,0,0.01,0.02,0.07,0.16,0.31,0.45,0.86,463
조미료류,"겨자/와사비,페이스트",0.07,0.01,0,0,0,0.01,0.04,0.08,0.15,0.23,0.36,129
조미료류,고춧가루,0.04,0,0,0,0,0.01,0.03,0.06,0.1,0.14,0.19,77
조미료류,고추장,0.16,0.01,0,0,0.01,0.03,0.1,0.22,0.37,0.42,0.9,26
조미료류,굴소스,0.04,0,0,0,0,0.01,0.02,0.05,0.08,0.13,0.24,55
조미료류,고기용소스,0.32,0.06,0,0,0,0.02,0.22,0.46,0.76,1,1.4,21
조미료류,된장,0.14,0.01,0,0,0.01,0.03,0.1,0.18,0.38,0.42,0.55,152
조미료류,"라면/우동,조미스프",0.11,0.01,0.02,0.03,0.04,0.07,0.1,0.13,0.19,0.21,0.25,339
조미료류,마요네즈,0.28,0.03,0,0.02,0.03,0.07,0.16,0.37,0.72,0.9,1.47,27
조미료류,맛술,0.02,0,0,0,0,0,0.01,0.02,0.03,0.06,0.16,21
조미료류,분말조미료,0.01,0,0,0,0,0,0,0.01,0.02,0.03,0.05,22
조미료류,소금,0.03,0,0,0,0,0.01,0.02,0.03,0.06,0.08,0.12,23
조미료류,식초,0.05,0.01,0,0,0,0,0.01,0.05,0.12,0.15,0.41,210
조미료류,쌈장,0.19,0.02,0.01,0.02,0.02,0.06,0.11,0.25,0.34,0.59,0.96,27
조미료류,우스터소스,0.09,0.01,0,0.01,0.02,0.03,0.09,0.14,0.16,0.19,0.21,24
조미료류,칠리소스,0.28,0.03,0,0.01,0.02,0.04,0.19,0.46,0.55,0.79,1.18,56
조미료류,"카레소스,분말",0.27,0.04,0.04,0.04,0.04,0.09,0.18,0.38,0.49,0.65,0.8,174
조미료류,토마토케첩,0.19,0.02,0,0.01,0.02,0.05,0.11,0.25,0.48,0.57,0.74,170
조미료류,"후추,분말",0,0,0,0,0,0,0,0,0.01,0.01,0.03,130
조미료류,춘장,0.28,0.02,0.01,0.01,0.03,0.12,0.27,0.43,0.48,0.55,0.65,396
조미료류,스파게티소스,0.87,0.21,0.07,0.07,0.08,0.18,0.4,1.02,2,2.7,4.39,371
조미료류,"자장소스,분말",0.19,0.01,0,0,0.01,0.09,0.19,0.28,0.31,0.31,0.33,93
조미료류,초고추장,0.18,0.02,0,0,0,0.02,0.11,0.33,0.46,0.48,0.65,32
유지류(식물성),들기름,0.01,0,0,0,0,0,0,0.01,0.02,0.04,0.19,114
유지류(식물성),마가린,0.01,0,0,0,0,0,0,0,0.01,0.01,0.11,53
유지류(식물성),쇼트닝,0.01,0,0,0,0,0,0,0.01,0.01,0.01,0.01,26
유지류(식물성),쌀겨기름(미강유),0,0,0,0,0,0,0,0,0,0,0.01,246
유지류(식물성),옥수수기름,0,0,0,0,0,0,0,0,0,0.02,0.07,137
유지류(식물성),올리브유,0.03,0.01,0,0,0,0,0,0.01,0.06,0.09,1.07,34
유지류(식물성),유채씨기름/채종유,0.03,0.01,0,0,0,0,0.01,0.03,0.08,0.15,0.26,210
유지류(식물성),참기름,0.03,0,0,0,0,0.01,0.01,0.03,0.05,0.09,0.3,213
유지류(식물성),콩기름,0.09,0.01,0,0,0,0.01,0.05,0.13,0.23,0.35,0.57,20
유지류(식물성),해바라기유,0.03,0.01,0,0,0,0,0,0,0.04,0.07,0.55,46
기타(식물성),효모,0.02,0,0,0,0,0,0.01,0.02,0.04,0.05,0.06,20
육류 및 그 제품,닭고기,2.03,0.2,0.02,0.09,0.34,0.9,1.61,2.61,3.91,5.62,7.27,353
육류 및 그 제품,닭고기튀김,2.69,0.28,0.1,0.13,0.18,0.73,1.51,3.77,5.66,8.9,9.75,170
육류 및 그 제품,닭육수,1.41,0.1,0.01,0.01,0.01,0.03,0.62,1.5,2.66,4.9,6.99,31
육류 및 그 제품,돼지고기,1.33,0.1,0,0.05,0.15,0.35,0.87,1.64,3.14,4.4,6.5,25
육류 및 그 제품,"돼지고기,삼겹살",0.98,0.14,0,0,0,0.04,0.23,1.54,2.94,4.01,4.85,23
육류 및 그 제품,돼지 부산물,1.06,0.09,0,0,0,0.29,1.03,1.54,1.95,2.35,3.25,57
육류 및 그 제품,"돼지고기가공품,햄/소시지/베이컨",0.6,0.06,0,0.04,0.06,0.11,0.33,0.83,1.47,1.69,2.95,83
육류 및 그 제품,"쇠고기,한우",1,0.11,0.01,0.03,0.06,0.14,0.4,1.13,2.46,3.86,6.04,72
육류 및 그 제품,"쇠고기,부산물",1.72,0.31,0.29,0.29,0.32,0.54,1.1,2.14,4.13,4.54,6.59,115
육류 및 그 제품,"쇠고기,족,사골국물",2.29,0.54,0,0,0.02,0.08,0.35,4.27,6.66,7.05,10.2,76
육류 및 그 제품,오리고기,1.78,0.24,0.03,0.03,0.06,0.49,1.27,2.86,3.74,3.85,5.26,36
난류,달걀,0.83,0.07,0.02,0.04,0.08,0.25,0.57,1.08,1.64,2.23,5.34,62
어패류,어류국물,1.67,0.19,0.01,0.04,0.12,0.44,0.94,2,4.1,4.87,9.18,52
어패류,고등어,0.68,0.06,0.08,0.09,0.17,0.27,0.53,1.05,1.32,1.48,1.53,26
어패류,어패류알,0.09,0.02,0,0,0.01,0.01,0.02,0.13,0.23,0.28,0.39,50
어패류,어류젓,0.16,0.06,0,0,0,0.01,0.03,0.2,0.42,0.65,0.78,69
어패류,"생선,통조림",0.36,0.04,0,0.01,0.02,0.09,0.24,0.47,0.86,0.96,1.61,72
어패류,"멸치,자건품",0.07,0.01,0,0,0,0.01,0.04,0.12,0.18,0.21,0.34,23
어패류,어패류액젓,0.02,0,0,0,0,0,0.01,0.01,0.06,0.06,0.12,186
어패류,어묵,0.38,0.08,0,0.01,0.02,0.04,0.22,0.49,0.75,1.52,2.48,22
어패류,"어묵,게맛살",0.13,0.02,0,0.01,0.01,0.02,0.04,0.08,0.14,1.07,1.35,49
어패류,"새우/패류,젓",0.02,0,0,0,0,0,0.01,0.02,0.04,0.07,0.13,43
어패류,바지락조개,0.13,0.03,0,0.01,0.01,0.03,0.06,0.12,0.31,0.57,0.73,102
어패류,홍합/진주담치,0.22,0.04,0,0,0.01,0.02,0.05,0.28,0.77,0.84,1.01,21
어패류,갑오징어,0.01,0,0,0,0,0,0,0.01,0.01,0.03,0.03,39
어패류,게,0.18,0.02,0,0,0.01,0.01,0.02,0.07,0.31,0.84,2.17,87
어패류,새우,0.2,0.04,0,0,0,0.01,0.03,0.21,0.6,0.81,1.58,40
어패류,오징어,0.3,0.04,0,0.01,0.01,0.03,0.11,0.45,0.71,1.46,2.08,22
어패류,"오징어,말린것",0.3,0.07,0.01,0.01,0.03,0.06,0.15,0.33,0.79,0.95,1.56,24
우유류 및 그 제품,우유,3.87,0.2,0,0.14,1.13,2.27,3.23,5.23,7.53,8.99,11.62,56
우유류 및 그 제품,샤베트,1.8,0.14,0.56,0.56,0.67,1.14,1.37,2.25,2.77,3.18,4.79,104
우유류 및 그 제품,아이스크림,2.1,0.43,0.13,0.35,0.47,0.82,1.26,2.43,3.97,7.28,9.43,29
우유류 및 그 제품,"요구르트,호상",2.86,0.34,0.03,0.79,1.1,1.32,2.06,3.83,4.9,8.33,9.47,191
우유류 및 그 제품,치즈,0.44,0.05,0.01,0.02,0.04,0.08,0.29,0.59,1.01,1.31,2.53,22
우유류 및 그 제품,크림,1.14,0.06,0.21,0.21,0.21,0.46,1.05,1.49,1.8,2.33,2.76,29
유지류(동물성),돼지기름,0.01,0,0,0,0,0,0,0.01,0.01,0.01,0.01,46
유지류(동물성),버터,0.11,0.01,0,0,0.01,0.01,0.05,0.17,0.27,0.33,0.57,52
