식품군,식품,평균(g),표준오차(g),p1(g),p5(g),p10(g),p25(g),p50(g),p75(g),p90(g),p95(g),p99(g),n
채소류,고춧잎,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
채소류,"김치,갓김치",0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,590
채소류,"김치,깍두기",0.12,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.77,2.03,590
채소류,"김치,동치미",0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,590
채소류,"김치,배추김치",0.93,0.07,0.00,0.00,0.00,0.00,0.53,1.28,2.43,3.30,5.14,590
채소류,"김치,열무김치",0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,1.55,590
채소류,"김치,열무물김치",0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,590
채소류,"김치,총각김치",0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,590
채소류,"김치,파김치",0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,590
채소류,깻잎,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.24,590
채소류,"깻잎/콩잎,장아찌",0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,590
채소류,녹색완두콩,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
채소류,달래,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,590
채소류,당근,0.14,0.01,0.00,0.00,0.00,0.00,0.04,0.17,0.37,0.53,1.18,590
채소류,도라지,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,590
채소류,마늘,0.06,0.01,0.00,0.00,0.00,0.01,0.03,0.07,0.12,0.18,0.53,590
채소류,풋마늘,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,590
채소류,무청,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,590
채소류,무,0.17,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.37,0.79,2.49,590
채소류,단무지,0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.78,1.38,590
채소류,무말랭이,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,590
채소류,"무,무장아찌",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,590
채소류,미나리,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,590
채소류,양배추,0.19,0.02,0.00,0.00,0.00,0.00,0.00,0.09,0.66,1.16,2.01,590
채소류,배추,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.29,1.16,590
채소류,부추,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.16,0.72,590
채소류,브로콜리,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.19,590
채소류,다채,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
채소류,상추,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.58,1.43,590
채소류,생강,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.07,590
채소류,셀러리,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
채소류,숙주나물,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.36,590
채소류,시금치,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.41,1.27,590
채소류,새싹채소,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,590
채소류,쑥갓,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.11,590
채소류,양상추,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.61,590
채소류,양파,0.44,0.03,0.00,0.00,0.00,0.03,0.23,0.59,0.98,1.52,3.56,590
채소류,오이,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.06,0.27,0.46,0.86,590
채소류,"오이,피클",0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.47,590
채소류,"김치,오이소박이",0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,590
채소류,우엉,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,590
채소류,취나물,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,590
채소류,치커리,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,590
채소류,콩나물,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.53,1.29,590
채소류,토란대,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,590
채소류,토마토,0.17,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.57,4.61,590
채소류,파,0.16,0.01,0.00,0.00,0.00,0.02,0.08,0.20,0.39,0.60,1.18,590
채소류,파프리카,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.56,590
채소류,피망,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.09,0.26,590
채소류,애호박,0.11,0.02,0.00,0.00,0.00,0.00,0.00,0.07,0.30,0.51,1.25,590
채소류,단호박,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,590
채소류,채소국물,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.31,1.64,590
버섯류,느타리버섯,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.74,590
버섯류,"목이버섯, 마른것",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,590
버섯류,"목이버섯,삶은것",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,590
버섯류,양송이버섯,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.46,590
버섯류,팽이버섯,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.21,590
버섯류,"표고버섯,말린것",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
버섯류,표고버섯,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.39,590
과일류,감,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,590
과일류,귤,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,590
과일류,"대추,말린것",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
과일류,딸기,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.62,590
과일류,레몬,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,590
과일류,바나나,0.19,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,4.08,590
과일류,배,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.57,590
과일류,복숭아,0.17,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,6.22,590
과일류,블루베리,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
과일류,사과,0.21,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.05,1.35,5.67,590
과일류,수박,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.84,590
과일류,오렌지,0.09,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.38,590
과일류,올리브,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,590
과일류,참외,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,590
과일류,키위,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.46,590
과일류,파인애플,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.22,590
과일류,포도,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,590
과일류,"포도,건포도",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,590
과일류,후르츠샐러드/칵테일,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,590
해조류,김,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.16,590
해조류,"다시마,말린것",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,590
해조류,"미역, 생것",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
해조류,"미역,마른것",0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,590
해조류,다시마국물,0.25,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.44,1.04,5.49,590
해조류,김자반,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,590
양념류,어패류액젓,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,590
양념류,마가린,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,590
양념류,간장,0.09,0.01,0.00,0.00,0.00,0.01,0.05,0.13,0.23,0.35,0.76,590
양념류,"겨자/와사비,분말",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
양념류,"겨자/와사비,페이스트",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,590
양념류,고춧가루,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.07,0.09,0.17,590
양념류,고추장,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.10,0.29,0.48,1.10,590
양념류,굴소스,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,590
양념류,깨소금,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,590
양념류,고기용소스,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.97,590
양념류,된장,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.14,0.37,590
양념류,마요네즈,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.33,0.77,590
양념류,맛술,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,590
양념류,머스터드소스,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.19,590
양념류,분말조미료,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.05,590
양념류,소금,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.07,0.12,0.33,590
양념류,쌈장,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.63,590
양념류,양념통닭소스,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,590
양념류,우스터 소스,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.17,590
양념류,조미가루,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
양념류,"카레소스,분말",0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,590
양념류,피자소스,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,590
양념류,토마토케첩,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.20,0.48,590
양념류,"파슬리, 마른것",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
양념류,핫소스,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.21,590
양념류,"후추,분말",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,590
양념류,춘장,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,590
양념류,칠리소스,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,590
양념류,덮밥소스/고기소스,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,590
양념류,팽창제/베이킹파우더,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
양념류,효모,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,590
양념류,혼합양념,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,1.69,590
양념류,"자장소스,분말",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,590
유지류(식물성),들기름,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,590
유지류(식물성),쇼트닝,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
유지류(식물성),쌀겨기름(미강유),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
유지류(식물성),옥수수기름,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,590
유지류(식물성),올리브유,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,590
유지류(식물성),유채씨기름/채종유,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.35,590
유지류(식물성),참기름,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.09,0.16,590
유지류(식물성),커피프림,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.43,590
유지류(식물성),콩기름,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.11,0.25,0.31,0.51,590
유지류(식물성),해바라기유,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,590
유지류(식물성),혼합식물성유,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
유지류(식물성),고추기름,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
육류,닭고기,0.57,0.08,0.00,0.00,0.00,0.00,0.00,0.00,2.02,3.49,7.03,590
육류,닭고기튀김,0.18,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,5.08,590
육류,닭육수,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,590
육류,돼지고기,0.61,0.06,0.00,0.00,0.00,0.00,0.00,0.85,1.84,2.64,5.48,590
육류,"돼지고기,삼겹살",0.20,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.19,1.35,4.10,590
육류,"돼지고기,부산물",0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,590
육류,돈까스/탕수육,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,590
육류,"돼지고기가공품,햄/소시지/베이컨",0.11,0.01,0.00,0.00,0.00,0.00,0.00,0.05,0.30,0.68,1.68,590
육류,소시지,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.42,590
육류,"쇠고기,한우",0.34,0.04,0.00,0.00,0.00,0.00,0.00,0.29,0.97,1.86,4.47,590
육류,"쇠고기,수입우",0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,590
육류,"쇠고기,부산물",0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.31,590
육류,"쇠고기,족,사골국물",0.11,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,3.23,590
육류,오리고기,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,590
난류,달걀,0.44,0.03,0.00,0.00,0.00,0.00,0.15,0.60,1.27,1.69,3.02,590
난류,메추라기알,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,590
어패류,"가다랭이,반건",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590
어패류,"가다랭이,국물",0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,590
어패류,가자미,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,590
어패류,고등어,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,590
어패류,꽁치,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,590
어패류,어패류알,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.16,590
어패류,넙치/광어,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,590
어패류,어류젓,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,590
어패류,다랑어,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,590
