식품군,식품,평균(g),표준오차(g),p1(g),p5(g),p10(g),p25(g),p50(g),p75(g),p90(g),p95(g),p99(g),n
감자류,감자튀김,52.54,4.78,5.40,7.03,9.98,26.44,38.04,71.65,100.15,104.07,107.21,36
감자류,고구마,83.78,11.89,0.09,0.27,0.47,1.74,27.80,103.24,230.23,368.61,509.54,53
감자류,전분,13.75,1.83,0.03,0.08,0.20,0.95,8.00,21.97,34.19,42.22,51.61,70
감자류,당면,12.29,1.35,0.24,0.53,0.95,2.78,9.55,16.88,24.99,35.16,48.08,61
당류,꿀,6.22,3.29,0.01,0.02,0.07,0.10,0.29,0.83,7.50,31.84,86.06,42
당류,당밀/시럽,19.49,3.37,0.80,3.82,4.63,6.02,13.12,26.24,30.93,56.60,79.26,33
당류,물엿/조청,3.87,0.44,0.02,0.08,0.21,0.75,1.65,4.11,10.13,17.46,28.42,310
당류,설탕,6.04,0.53,0.02,0.11,0.22,0.71,2.14,6.26,15.92,28.44,49.10,472
당류,젤리,48.18,10.08,3.33,5.73,8.64,11.89,27.44,72.52,118.08,132.83,136.97,31
당류,초콜릿,41.31,3.84,2.30,2.70,4.41,10.70,22.69,40.37,59.48,154.69,295.20,37
당류,"매실,농축액",2.19,0.52,0.01,0.04,0.08,0.15,0.51,1.64,6.71,8.88,26.78,99
두류,대두,7.47,0.78,0.05,0.25,0.70,2.22,4.54,8.12,19.85,24.30,36.02,144
두류,두부,30.29,3.54,0.12,0.57,0.84,4.85,15.43,37.59,70.94,108.44,224.64,205
두류,유부,15.04,6.46,0.02,0.09,0.22,0.93,1.40,13.17,39.35,67.34,114.50,25
두류,두유,205.92,18.18,6.88,34.83,178.45,181.30,186.05,194.21,239.39,321.32,384.01,23
두류,완두콩,2.47,0.70,0.16,0.18,0.21,0.40,0.94,2.61,5.98,10.25,14.43,45
종실류,들깨,2.17,0.41,0.01,0.04,0.11,0.23,0.47,2.54,6.23,9.30,11.48,42
종실류,땅콩,3.62,0.44,0.01,0.05,0.11,0.21,0.42,0.78,2.75,9.65,69.25,84
종실류,밤,7.15,0.82,0.00,0.00,0.00,0.01,0.02,1.70,31.81,48.69,50.53,20
종실류,아몬드,9.80,2.34,0.03,0.03,0.06,0.38,1.48,8.56,29.75,30.12,79.98,37
종실류,잣,0.24,0.03,0.01,0.01,0.02,0.03,0.10,0.17,0.48,0.93,1.39,24
종실류,"깨,흰깨",0.59,0.04,0.01,0.04,0.07,0.17,0.37,0.70,1.16,1.77,3.45,421
종실류,해바라기씨,0.43,0.08,0.03,0.03,0.03,0.05,0.16,0.48,1.04,1.41,2.45,24
종실류,호두,2.66,1.15,0.06,0.10,0.14,0.26,0.62,1.76,5.07,6.76,27.96,39
종실류,호박씨,0.22,0.11,0.01,0.01,0.01,0.03,0.05,0.16,0.24,0.48,2.47,20
채소류,고사리,27.33,7.24,0.67,0.67,1.33,3.05,11.00,34.42,68.85,101.41,139.23,34
채소류,풋고추,3.06,0.38,0.02,0.06,0.12,0.39,1.08,3.69,6.35,11.03,28.13,309
채소류,붉은고추,0.43,0.12,0.00,0.01,0.02,0.05,0.11,0.20,0.62,2.44,6.90,123
채소류,고추장아찌,8.39,1.15,0.01,0.01,0.04,0.10,1.23,6.62,18.34,29.22,73.24,26
채소류,"김치,깍두기",56.12,7.51,0.02,0.07,0.20,6.08,35.20,66.61,118.59,140.21,260.91,77
채소류,"김치,배추김치",92.44,5.58,0.76,7.59,15.14,41.73,61.61,118.99,194.05,255.12,428.33,419
채소류,"김치,열무김치",41.03,9.38,0.10,0.18,0.27,0.58,9.88,50.34,100.46,132.32,258.10,46
채소류,"김치,총각김치",26.54,8.36,0.13,0.18,0.27,0.54,2.11,16.81,115.40,140.14,149.63,30
채소류,"김치,파김치",22.29,4.52,0.02,0.02,0.03,0.09,19.54,28.25,49.78,55.81,77.89,23
채소류,깻잎,4.76,0.87,0.02,0.13,0.15,0.43,1.33,6.06,10.37,14.19,42.81,124
채소류,"깻잎/콩잎,장아찌",11.79,4.11,0.04,1.94,2.40,5.23,7.79,11.33,19.00,34.63,53.33,31
채소류,당근,12.71,0.83,0.10,0.52,1.06,2.87,7.70,16.38,28.22,40.17,69.37,428
채소류,마늘,4.75,0.50,0.02,0.17,0.51,1.16,2.53,4.84,9.60,14.18,33.63,559
채소류,무청,51.61,3.69,1.36,1.38,1.45,19.58,31.37,47.27,102.30,166.97,254.14,22
채소류,무,39.55,8.48,0.23,0.50,0.62,3.61,11.95,41.95,89.11,133.98,391.99,190
채소류,단무지,41.53,4.88,1.27,4.40,7.74,16.64,27.90,45.64,73.78,106.08,338.29,138
채소류,미나리,7.54,1.15,0.25,0.28,0.41,1.39,3.24,14.14,20.15,22.70,28.88,28
채소류,양배추,32.99,2.61,0.19,0.73,1.13,3.44,19.06,47.31,77.63,107.83,173.58,248
채소류,배추,25.54,5.62,0.32,0.85,1.62,4.47,12.45,25.28,50.38,94.41,214.71,105
채소류,부추,9.17,2.08,0.02,0.12,0.35,0.96,2.58,6.50,19.98,37.26,62.50,192
채소류,브로콜리,9.30,3.40,0.03,0.06,0.13,0.82,1.70,3.98,17.34,42.81,113.01,53
채소류,다채,1.73,0.84,0.00,0.00,0.01,0.01,0.02,0.18,7.01,12.42,15.13,22
채소류,상추,35.18,3.51,0.06,0.32,0.76,7.93,25.41,52.51,81.31,100.83,131.41,99
채소류,생강,1.18,0.12,0.00,0.02,0.03,0.09,0.41,1.65,3.07,4.01,8.96,230
채소류,숙주나물,15.93,0.94,0.16,0.34,0.82,2.86,12.37,19.39,25.71,40.22,90.48,40
채소류,시금치,21.36,2.94,0.11,0.30,0.68,1.32,5.30,36.21,68.12,83.22,105.29,109
채소류,새싹채소,1.70,0.22,0.01,0.01,0.01,0.02,0.11,0.33,0.92,8.72,24.76,46
채소류,쑥갓,3.13,0.31,0.18,0.20,0.26,0.58,0.84,3.82,7.94,8.59,23.88,54
채소류,양상추,29.91,2.96,3.45,3.45,7.21,12.25,27.31,36.74,52.79,55.83,96.17,36
채소류,양파,35.14,2.10,0.21,1.24,3.28,9.06,22.30,43.80,74.06,101.02,247.81,530
채소류,오이,15.99,1.44,0.15,0.73,1.21,3.34,7.86,23.04,37.65,51.60,94.42,219
채소류,"오이,피클",13.28,1.81,0.11,0.45,0.91,2.66,7.08,22.76,26.62,36.83,49.63,56
채소류,우엉,6.82,0.54,0.40,0.59,1.38,2.79,4.68,8.26,13.31,16.54,34.59,53
채소류,치커리,2.14,0.64,0.26,0.26,0.26,0.46,0.77,1.02,4.23,9.30,16.79,29
채소류,콩나물,25.65,2.44,0.12,0.47,1.08,3.62,15.78,38.60,74.63,79.99,100.48,143
채소류,토마토,67.79,11.59,0.12,0.26,0.63,4.27,13.75,71.65,219.11,343.44,530.76,99
채소류,파,13.00,1.14,0.17,0.83,1.42,3.34,7.95,15.08,27.48,42.44,73.67,539
채소류,파프리카,7.70,2.11,0.03,0.10,0.12,0.29,0.42,0.97,26.28,41.00,100.19,90
채소류,피망,4.69,1.08,0.07,0.19,0.31,0.88,2.42,5.06,9.19,13.00,24.74,167
채소류,애호박,19.25,3.27,0.18,0.48,0.67,1.99,7.89,17.50,36.24,59.41,248.20,249
채소류,단호박,12.69,4.68,0.05,0.22,0.30,0.48,0.76,2.04,48.60,76.91,162.05,31
채소류,무국물,32.33,5.19,0.19,0.28,1.39,4.59,10.45,46.15,97.16,106.40,161.02,90
버섯류,느타리버섯,12.60,1.72,0.15,0.32,0.75,1.48,4.54,11.90,30.76,47.89,91.10,130
버섯류,"목이버섯, 마른것",0.26,0.03,0.01,0.01,0.03,0.07,0.14,0.30,0.67,0.78,1.03,30
버섯류,"목이버섯,삶은것",0.53,0.03,0.02,0.02,0.05,0.07,0.24,0.56,1.42,1.69,2.16,22
버섯류,양송이버섯,7.77,1.28,0.01,0.02,0.03,1.98,4.02,8.85,19.00,29.46,48.13,81
버섯류,팽이버섯,2.82,0.60,0.02,0.08,0.31,0.48,0.91,2.23,4.97,12.82,32.23,108
버섯류,표고버섯,7.04,1.18,0.09,0.17,0.31,1.00,3.81,7.88,18.80,27.27,45.42,99
과일류,귤,125.64,12.93,0.10,0.15,0.35,34.97,91.42,206.05,249.00,296.41,358.65,37
과일류,딸기,153.34,21.50,15.80,15.80,28.60,50.47,110.26,198.72,270.87,375.54,471.33,20
과일류,레몬,5.04,3.11,0.13,0.16,0.20,0.48,0.75,1.80,6.61,21.71,46.61,28
과일류,바나나,135.48,13.60,0.10,0.15,0.28,67.69,115.07,162.71,281.74,374.83,459.93,64
과일류,배,28.52,5.55,0.25,0.35,0.66,1.74,6.57,18.70,33.94,162.53,402.10,73
과일류,복숭아,146.54,34.34,0.33,0.33,0.35,0.81,47.95,206.92,470.98,522.81,587.98,46
과일류,사과,71.04,9.10,0.02,0.12,0.24,0.82,3.68,98.17,281.42,299.61,488.57,133
과일류,오렌지,188.80,5.99,10.05,10.05,29.80,97.19,157.61,213.39,276.85,325.16,445.37,20
과일류,올리브,4.40,0.73,0.10,0.28,0.51,1.63,3.05,4.74,10.50,15.01,20.26,45
과일류,키위,17.13,4.29,0.11,0.17,0.21,0.70,2.02,2.79,47.04,84.82,182.67,51
과일류,파인애플,12.03,2.23,0.33,0.34,0.37,0.93,1.13,14.17,30.54,51.95,86.53,40
해조류,김,1.22,0.09,0.01,0.03,0.05,0.33,0.94,1.73,2.59,3.25,4.75,111
해조류,"미역,마른것",4.36,0.68,0.01,0.03,0.04,0.22,2.85,6.39,10.05,13.23,17.00,57
해조류,다시마국물,70.38,10.62,0.39,2.06,3.73,11.26,26.33,52.57,174.26,297.46,730.61,156
해조류,조미김,2.72,0.39,0.03,0.07,0.14,0.25,1.30,3.66,7.36,9.02,16.65,138
양념류,간장,7.66,0.46,0.04,0.28,0.72,1.84,4.75,9.54,17.50,25.22,43.02,513
양념류,"겨자/와사비,페이스트",2.69,0.71,0.00,0.01,0.07,0.15,1.22,2.84,5.95,10.23,17.47,40
양념류,고춧가루,2.53,0.17,0.01,0.10,0.20,0.73,1.70,3.32,5.93,7.63,13.56,415
양념류,고추장,12.13,0.97,0.02,0.20,0.47,2.51,6.24,15.33,30.01,42.69,90.74,343
양념류,굴소스,2.13,0.45,0.02,0.15,0.25,0.37,0.88,2.13,5.48,6.13,13.63,34
양념류,깨소금,0.99,0.32,0.00,0.02,0.06,0.13,0.25,0.77,2.13,2.54,11.02,45
양념류,고기용소스,20.30,3.59,0.00,0.03,0.06,0.36,6.94,17.88,49.08,70.19,111.36,55
양념류,된장,6.64,0.52,0.05,0.49,1.19,2.31,4.82,8.46,13.94,18.89,34.99,165
양념류,마요네즈,15.36,1.31,0.35,0.73,1.39,3.99,11.62,21.46,35.78,45.63,76.21,141
양념류,맛술,0.82,0.10,0.01,0.03,0.06,0.23,0.38,1.03,1.72,3.07,4.98,97
양념류,머스터드소스,5.53,1.41,0.00,0.02,0.04,0.33,1.32,4.69,13.63,19.80,40.05,58
양념류,분말조미료,0.41,0.04,0.00,0.01,0.02,0.06,0.18,0.46,0.99,1.47,3.60,399
양념류,소금,2.55,0.22,0.03,0.10,0.18,0.50,1.34,2.64,5.69,9.27,22.17,534
양념류,식초,3.66,0.53,0.00,0.02,0.05,0.26,1.06,4.16,10.73,17.76,23.54,177
양념류,쌈장,18.97,2.51,0.80,0.80,1.36,3.29,6.02,14.35,41.82,56.62,157.43,80
양념류,양념통닭소스,9.61,2.76,0.40,0.44,0.59,0.86,2.22,11.89,23.59,38.71,57.96,24
양념류,우스터 소스,6.32,0.61,0.57,1.01,1.54,2.70,5.63,8.94,11.82,13.80,19.01,53
양념류,"카레소스,분말",15.38,1.62,2.49,2.85,4.00,5.88,12.81,17.69,27.16,36.49,54.77,28
양념류,토마토케첩,9.33,0.81,0.05,0.58,1.51,2.96,5.79,11.62,17.76,30.08,50.87,164
양념류,"파슬리, 마른것",0.13,0.03,0.02,0.03,0.03,0.04,0.09,0.15,0.27,0.35,0.43,23
양념류,핫소스,6.37,0.64,0.57,0.83,1.11,1.90,4.88,10.54,14.07,15.63,17.88,50
양념류,"후추,분말",0.30,0.02,0.00,0.01,0.02,0.05,0.15,0.37,0.70,1.12,1.71,420
양념류,춘장,23.12,1.52,0.70,1.89,4.00,10.71,18.45,32.20,44.79,47.80,62.55,28
양념류,혼합양념,47.55,5.63,0.62,1.33,2.62,13.04,34.20,79.12,111.63,122.65,141.87,54
유지(식물),들기름,0.49,0.08,0.00,0.00,0.01,0.02,0.08,0.35,1.28,1.85,5.58,260
유지(식물),마가린,1.19,0.47,0.13,0.13,0.13,0.19,0.54,0.83,2.29,3.96,10.14,23
유지(식물),쌀겨기름(미강유),0.04,0.02,0.00,0.00,0.00,0.01,0.01,0.02,0.07,0.19,0.47,56
유지(식물),옥수수기름,0.16,0.04,0.00,0.00,0.00,0.01,0.04,0.11,0.33,0.60,2.01,178
유지(식물),올리브유,0.79,0.11,0.00,0.00,0.01,0.02,0.09,0.95,2.25,3.52,6.81,201
유지(식물),유채씨기름/채종유,4.35,0.92,0.00,0.00,0.04,0.17,0.59,3.43,14.25,19.79,33.54,168
유지(식물),참기름,2.42,0.44,0.00,0.05,0.16,0.46,1.20,2.38,4.21,6.72,13.62,483
유지(식물),커피프림,15.10,1.30,0.10,0.13,0.58,3.97,13.36,18.91,29.70,34.87,41.41,45
유지(식물),콩기름,6.92,0.49,0.03,0.12,0.29,1.02,3.89,10.19,18.20,23.41,34.51,450
유지(식물),해바라기유,0.71,0.43,0.00,0.00,0.00,0.01,0.03,0.06,0.32,1.39,10.49,90
육류,닭고기,158.82,15.20,0.74,3.95,11.70,47.82,105.01,210.45,398.73,456.32,740.39,153
육류,닭고기튀김,161.99,14.80,3.59,7.15,10.17,48.31,112.41,287.17,346.69,377.25,491.02,54
육류,닭육수,73.91,20.04,0.30,0.41,0.58,0.89,16.90,73.87,165.88,365.80,538.74,27
육류,돼지고기,87.76,7.95,0.06,1.85,6.29,23.36,55.28,105.19,187.95,250.91,483.92,323
육류,"돼지고기,삼겹살",70.72,22.22,0.06,0.13,0.35,1.67,6.93,58.93,145.18,293.84,620.59,149
육류,"돼지고기,부산물",77.84,6.66,0.03,0.05,0.09,16.07,56.72,104.43,128.34,224.92,342.30,32
육류,돈까스/탕수육,8.98,3.22,0.07,0.10,0.37,1.00,1.36,11.68,28.69,37.25,38.66,22
육류,"돼지고기가공품,햄/소시지/베이컨",34.08,3.31,0.02,1.31,4.12,7.49,16.29,44.39,91.42,120.50,212.22,212
육류,"쇠고기,한우",67.27,11.89,0.55,1.15,2.35,7.32,23.42,70.37,156.46,251.14,494.00,281
육류,"쇠고기,수입우",14.23,5.33,0.04,0.14,0.19,0.41,1.05,11.19,39.86,81.03,101.97,39
육류,"쇠고기,족,사골국물",91.11,26.37,0.28,0.42,0.80,2.72,11.73,61.33,251.62,578.39,682.36,56
난류,달걀,43.26,2.42,0.67,1.75,4.25,10.70,27.52,53.53,103.88,133.64,250.43,414
어패류,"가다랭이,국물",17.11,2.57,3.43,3.93,5.55,7.32,10.10,20.32,24.18,32.74,61.58,20
어패류,어패류알,5.76,1.37,0.03,0.22,0.23,0.44,1.00,3.24,13.16,28.68,45.45,45
어패류,어류젓,5.63,1.10,0.04,0.09,0.13,0.26,1.28,11.77,14.07,14.83,24.48,30
어패류,다랑어,22.50,7.32,1.76,2.16,3.43,4.56,11.76,18.34,39.81,78.23,162.80,20
어패류,"생선,통조림",22.42,3.44,0.13,0.29,1.14,3.90,16.01,29.66,52.88,69.95,114.51,83
어패류,"멸치,자건품",3.50,0.35,0.01,0.10,0.26,0.92,2.55,4.38,7.28,11.71,21.88,169
어패류,어패류액젓,1.29,0.36,0.01,0.05,0.12,0.20,0.51,1.09,1.98,2.71,13.44,73
어패류,장어,87.04,40.44,2.06,2.64,4.10,5.55,14.71,34.66,149.62,347.05,944.08,22
어패류,어묵,22.02,2.82,0.27,0.80,1.24,2.61,9.26,32.21,50.71,74.81,134.17,136
어패류,"어묵,게맛살",4.90,1.03,0.11,0.18,0.35,0.74,1.99,4.83,8.51,16.83,41.74,86
어패류,"새우/패류,젓",2.22,0.39,0.02,0.06,0.09,0.15,0.41,3.08,6.12,6.30,13.12,51
어패류,바지락조개,11.63,5.76,0.21,0.21,0.53,1.28,3.17,7.44,12.97,30.66,58.30,71
어패류,전복,18.46,3.87,0.24,0.30,0.60,3.18,8.83,14.01,61.94,69.75,82.87,27
어패류,홍합/진주담치,12.43,2.13,0.09,0.61,0.84,1.44,3.40,10.58,41.01,58.68,75.39,55
어패류,갑오징어,0.69,0.08,0.07,0.10,0.12,0.20,0.35,0.84,1.35,1.51,3.64,21
어패류,게,15.50,2.65,0.48,0.49,0.58,0.68,1.31,2.86,12.96,23.39,301.47,38
어패류,문어,16.35,4.08,1.41,1.68,2.33,3.60,9.58,14.50,37.79,60.80,77.37,23
어패류,새우,23.17,4.09,0.26,0.46,0.57,2.08,8.49,23.72,58.83,116.72,159.59,95
어패류,오징어,21.83,3.52,0.59,0.76,1.48,2.51,9.27,32.12,54.44,89.48,121.77,91
어패류,"오징어,말린것",15.93,2.41,0.30,1.55,2.87,5.96,11.15,16.56,32.86,41.14,43.95,30
어패류,동자개,92.66,8.46,0.78,3.17,4.98,20.73,51.03,105.60,214.41,292.41,536.50,205
어패류,새우튀김,42.13,4.83,2.04,2.04,3.06,7.46,14.09,33.02,114.67,172.23,218.99,20
우유류,우유,262.90,14.80,0.12,9.45,41.22,149.81,209.07,343.95,479.31,558.54,959.06,191
우유류,아이스크림,108.34,8.29,8.18,15.61,26.65,68.75,92.61,135.53,193.76,253.37,299.68,77
우유류,유산균음료,104.86,21.39,17.98,18.69,20.47,49.61,63.16,132.88,146.97,220.05,418.41,23
우유류,"요구르트,호상",151.01,22.79,0.24,14.73,52.67,83.97,129.67,163.23,225.97,291.83,609.45,39
우유류,치즈,22.49,3.53,0.12,0.58,1.10,3.06,11.06,25.68,52.09,90.71,133.05,122
우유류,크림,76.00,14.50,14.55,25.99,27.43,38.54,69.59,79.83,118.54,163.47,222.14,20
유지(동물),돼지기름,0.49,0.04,0.00,0.01,0.02,0.15,0.36,0.70,1.06,1.19,1.41,34
유지(동물),버터,3.09,0.42,0.01,0.13,0.26,0.57,1.46,2.88,7.68,14.65,19.63,100
기타(동물),효모,0.93,0.15,0.06,0.08,0.12,0.36,0.62,1.02,2.12,3.06,4.10,42
음료류,"토마토,페이스트",16.96,3.00,0.30,0.63,1.41,6.88,12.14,18.93,41.27,58.28,79.56,48
음료류,과일음료,296.79,19.47,15.60,29.62,61.23,155.04,241.48,385.63,597.90,730.13,859.19,60
음료류,기타탄산음료,327.60,24.75,92.70,101.43,158.44,229.15,356.31,370.75,495.16,548.37,686.17,38
음료류,사이다,266.37,27.35,0.02,0.06,0.20,13.78,192.20,354.79,570.95,820.61,1260.70,71
음료류,콜라,361.60,27.88,0.30,44.36,101.70,188.99,304.97,412.54,569.90,874.01,1282.69,111
음료류,"커피,인스턴트,분말",5.57,0.52,0.50,0.61,0.76,1.52,2.65,9.29,13.06,15.74,18.92,67
음료류,"커피,침출액",348.93,22.63,7.32,37.05,43.08,135.78,350.74,443.70,701.72,791.04,1067.69,159
음료류,커피음료,223.76,14.34,101.00,104.46,116.31,135.53,186.18,248.64,333.51,413.48,623.28,28
음료류,"커피,커피믹스",19.67,1.11,10.83,11.66,11.77,11.86,11.99,23.72,29.64,36.01,68.59,57
주류,맥주,628.47,48.47,49.84,122.96,164.17,337.18,468.99,822.18,974.16,1431.15,1699.65,78
주류,소주,311.73,44.23,0.05,0.17,0.22,1.15,135.93,508.11,716.38,974.68,1386.72,93
주류,청주,3.15,0.47,0.10,0.14,0.18,0.38,2.69,4.00,5.95,7.67,15.12,39
