식품군,식품,평균(g),표준오차(g),p1(g),p5(g),p10(g),p25(g),p50(g),p75(g),p90(g),p95(g),p99(g),n
곡류,조,0.03,0,0,0,0,0,0.01,0.04,0.09,0.16,0.22,54
곡류,당면,0.17,0.02,0,0,0.01,0.04,0.08,0.27,0.43,0.53,0.61,67
곡류,단호박,0.19,0.05,0,0,0,0,0.02,0.09,0.77,0.97,1.11,29
곡류,만두,1.85,0.61,0,0.06,0.13,0.24,0.8,2.07,2.98,7.12,12.12,40
곡류,"밥,볶음밥/덮밥",2.8,0.45,1.27,1.27,1.3,1.65,2.53,3.27,3.59,5.04,7.89,23
감자류,감자,1.07,0.15,0.01,0.02,0.04,0.13,0.44,1.24,2.63,5.29,7.27,181
감자류,감자튀김,0.96,0.11,0.17,0.21,0.24,0.32,0.75,1.58,1.73,2.03,2.84,34
감자류,고구마,1.17,0.15,0,0,0.01,0.07,0.38,1.38,3.15,4.46,8.14,60
감자류,전분,0.28,0.04,0,0,0,0.04,0.13,0.44,0.66,0.8,1.42,64
당류,꿀,0.06,0.02,0,0,0,0,0.01,0.04,0.17,0.25,0.58,32
당류,당밀/시럽,0.38,0.04,0.04,0.1,0.13,0.19,0.33,0.46,0.64,0.92,1.22,55
당류,물엿/조청,0.09,0,0,0,0,0.01,0.04,0.13,0.26,0.35,0.54,306
당류,설탕,0.07,0,0,0,0,0.01,0.03,0.07,0.16,0.22,0.53,407
당류,젤리,0.7,0.06,0.05,0.05,0.09,0.19,0.47,0.81,1.62,1.92,2.75,22
당류,초콜릿,0.34,0.03,0.02,0.02,0.06,0.15,0.25,0.56,0.66,0.78,0.93,36
당류,"매실,농축액",0.04,0.01,0,0,0,0,0.01,0.02,0.06,0.12,1.05,104
두류,대두,0.1,0.01,0,0,0,0.02,0.06,0.11,0.22,0.32,0.59,76
두류,두부,0.6,0.08,0,0.01,0.02,0.09,0.32,0.74,1.26,1.9,3.9,199
두류,유부,0.11,0.03,0,0,0,0.01,0.04,0.1,0.16,0.2,1.53,38
두류,두유,3.44,0.1,1.81,1.82,1.93,2.63,2.98,3.59,4.15,5.85,8.55,21
두류,완두콩,0.06,0,0,0,0,0,0.02,0.07,0.15,0.23,0.43,40
종실류,들깨,0.01,0,0,0,0,0,0,0.01,0.03,0.04,0.12,51
종실류,땅콩,0.04,0.01,0,0,0,0,0,0.02,0.09,0.17,0.58,43
종실류,밤,0.11,0.05,0,0,0,0,0.02,0.04,0.23,0.57,0.97,20
종실류,아몬드,0.08,0.01,0,0,0,0,0.04,0.11,0.18,0.19,0.53,27
종실류,"깨,흰깨",0.01,0,0,0,0,0,0,0.01,0.04,0.07,0.11,382
종실류,호두,0.06,0.01,0,0,0,0,0.04,0.08,0.1,0.13,0.41,22
종실류,깨소금,0,0,0,0,0,0,0,0,0.01,0.02,0.03,43
채소류,고사리,0.72,0.02,0,0.01,0.01,0.06,0.36,0.56,0.79,2.21,5.25,27
채소류,풋고추,0.05,0,0,0,0,0,0.01,0.04,0.11,0.21,0.72,282
채소류,붉은고추,0.01,0,0,0,0,0,0,0,0.02,0.08,0.24,98
채소류,"김치,깍두기",0.75,0.08,0,0,0,0.04,0.52,1.1,1.7,2.41,3.41,74
채소류,"김치,배추김치",1.13,0.07,0.01,0.08,0.17,0.37,0.81,1.4,2.47,3.31,5.82,375
채소류,"김치,열무김치",0.21,0.04,0,0,0,0,0.02,0.18,0.86,1.03,1.22,40
채소류,"김치,총각김치",0.68,0.11,0,0,0,0.01,0.04,1.15,2.01,2.51,2.86,29
채소류,"김치,파김치",0.3,0.03,0,0,0,0,0.07,0.52,0.87,1.01,1.09,24
채소류,깻잎,0.04,0,0,0,0,0,0.02,0.04,0.11,0.15,0.24,110
채소류,당근,0.24,0.01,0,0,0.01,0.05,0.16,0.32,0.54,0.72,1.45,391
채소류,마늘,0.07,0,0,0,0,0.01,0.04,0.08,0.15,0.24,0.49,517
채소류,무청,0.46,0.06,0,0,0.01,0.11,0.24,0.56,1,1.71,1.81,21
채소류,무,0.54,0.06,0,0,0.01,0.04,0.22,0.67,1.52,1.97,4.11,195
채소류,단무지,0.51,0.04,0.03,0.1,0.12,0.17,0.33,0.65,1.14,1.63,2.12,136
채소류,미나리,0.11,0.02,0,0,0.01,0.02,0.05,0.09,0.37,0.45,0.57,41
채소류,양배추,0.47,0.04,0,0,0.02,0.09,0.28,0.62,1.06,1.47,2.96,190
채소류,배추,0.41,0.07,0,0,0.02,0.04,0.24,0.42,0.92,1.36,2.09,93
채소류,부추,0.17,0.04,0,0,0,0.01,0.03,0.07,0.31,0.93,2.14,173
채소류,브로콜리,0.14,0.03,0,0,0,0.02,0.05,0.14,0.38,0.49,1.3,41
채소류,상추,0.48,0.05,0,0,0,0.09,0.34,0.7,1.27,1.55,2.04,91
채소류,생강,0.01,0,0,0,0,0,0,0.01,0.03,0.05,0.18,170
채소류,숙주나물,0.4,0.04,0.02,0.02,0.02,0.05,0.21,0.46,1.03,1.37,1.76,27
채소류,시금치,0.23,0.03,0,0,0.01,0.02,0.07,0.33,0.7,0.85,1.48,93
채소류,새싹채소,0.01,0,0,0,0,0,0,0,0.09,0.14,0.14,44
채소류,쑥갓,0.04,0.01,0,0,0,0.01,0.02,0.05,0.09,0.17,0.29,58
채소류,양상추,0.67,0.11,0,0.14,0.19,0.32,0.43,0.64,1.2,2.08,3.11,33
채소류,양파,0.59,0.03,0,0.02,0.05,0.15,0.4,0.78,1.34,1.73,3.81,488
채소류,오이,0.27,0.02,0,0.01,0.02,0.05,0.13,0.34,0.63,0.79,1.61,190
채소류,"오이,피클",0.25,0.05,0.01,0.02,0.02,0.04,0.13,0.28,0.64,1,1.33,57
채소류,우엉,0.12,0.02,0,0.01,0.02,0.05,0.08,0.13,0.21,0.26,0.64,45
채소류,치커리,0.04,0,0,0,0,0,0.01,0.04,0.12,0.14,0.17,28
채소류,콩나물,0.35,0.03,0,0,0.01,0.06,0.2,0.43,0.89,1.38,1.68,135
채소류,토마토,1.09,0.25,0,0,0,0.05,0.19,1.19,2.7,5.65,10.45,85
채소류,파,0.22,0.01,0,0,0.01,0.05,0.11,0.25,0.48,0.71,1.46,489
채소류,파프리카,0.14,0.05,0,0,0,0,0,0.03,0.27,1.04,1.41,65
채소류,피망,0.07,0,0,0,0,0.01,0.04,0.08,0.17,0.28,0.4,152
채소류,애호박,0.28,0.03,0,0,0,0.03,0.12,0.29,0.65,1.1,2.06,196
채소류,채소국물,0.37,0.06,0.01,0.01,0.04,0.08,0.16,0.45,0.71,1.12,2.97,58
채소류,"파슬리,마른것",0,0,0,0,0,0,0,0,0,0,0,21
버섯류,느타리버섯,0.25,0.04,0,0,0,0.02,0.06,0.19,0.87,1.25,1.96,121
버섯류,양송이버섯,0.14,0.02,0,0,0,0.03,0.08,0.15,0.41,0.51,0.61,69
버섯류,팽이버섯,0.11,0.02,0,0,0,0.01,0.03,0.07,0.21,0.5,1.18,91
버섯류,표고버섯,0.1,0.01,0,0,0,0.01,0.03,0.11,0.26,0.35,0.96,127
과일류,귤,1.85,0.22,0.01,0.1,0.3,0.61,1.27,2.31,3.6,5.85,7.5,49
과일류,딸기,1.78,0.16,0,0,0.06,0.55,1.95,2.87,3.25,3.71,4.61,29
과일류,레몬,0.02,0,0,0,0,0,0.01,0.01,0.03,0.08,0.11,20
과일류,바나나,1.51,0.28,0,0,0,0.01,0.83,2.11,4.15,5.02,6.37,51
과일류,배,1.29,0.29,0,0,0.01,0.03,0.12,1.37,4.01,6.95,8.74,53
과일류,복숭아,2.05,0.39,0,0,0,0.01,0.02,3.9,6.77,7.81,8.41,36
과일류,사과,1.82,0.26,0,0,0.01,0.03,0.27,2.58,6.12,7.51,11.35,102
과일류,수박,2.43,0.18,0,0,0.01,1.09,2.02,3.2,4.57,4.83,5.57,21
과일류,올리브,0.08,0.01,0,0,0,0.01,0.04,0.1,0.22,0.25,0.31,42
과일류,키위,0.28,0.09,0,0,0,0.01,0.03,0.08,1.08,1.79,2.65,64
과일류,파인애플,0.44,0.04,0,0,0,0.01,0.02,0.77,1.29,1.49,2.42,36
과일류,포도,1.99,0.28,0,0,0.01,0.34,1.23,2.02,3.12,9.37,9.52,23
해조류,김,0.02,0,0,0,0,0,0.01,0.03,0.04,0.06,0.08,104
해조류,"미역,생것",0.18,0.04,0,0,0,0.02,0.05,0.2,0.54,0.56,0.98,22
해조류,"미역,마른것",0.05,0,0,0,0,0.01,0.03,0.07,0.12,0.16,0.3,59
해조류,다시마국물,1.08,0.17,0.01,0.04,0.05,0.15,0.4,0.91,2.72,4.61,6.93,137
해조류,조미김,0.03,0,0,0,0,0,0.02,0.04,0.06,0.08,0.16,97
양념류,간장,0.14,0,0,0,0,0.02,0.08,0.18,0.35,0.47,0.88,456
양념류,"겨자/와사비,분말",0,0,0,0,0,0,0,0,0.01,0.01,0.02,25
양념류,"겨자/와사비,페이스트",0.05,0.01,0,0,0,0,0.01,0.08,0.16,0.2,0.31,46
양념류,고춧가루,0.05,0,0,0,0,0,0.02,0.07,0.13,0.18,0.26,408
양념류,고추장,0.15,0.01,0,0,0,0.02,0.09,0.2,0.35,0.62,0.99,317
양념류,굴소스,0.02,0,0,0,0,0,0,0.02,0.04,0.06,0.08,23
양념류,고기용소스,0.61,0.08,0,0,0.01,0.1,0.35,0.84,1.51,1.64,2.42,52
양념류,된장,0.13,0.01,0,0,0,0.03,0.08,0.16,0.3,0.43,0.91,166
양념류,"라면/우동,조미스프",0.1,0,0,0.03,0.04,0.06,0.09,0.13,0.17,0.21,0.33,85
양념류,마요네즈,0.29,0.03,0,0.02,0.04,0.08,0.2,0.35,0.66,0.87,1.74,158
양념류,맛술,0.02,0,0,0,0,0,0,0.02,0.05,0.08,0.14,124
양념류,머스터드소스,0.11,0.02,0,0,0.01,0.02,0.04,0.08,0.2,0.39,0.8,43
양념류,분말조미료,0,0,0,0,0,0,0,0,0.01,0.02,0.05,366
양념류,소금,0.03,0,0,0,0,0,0.02,0.04,0.08,0.1,0.17,482
양념류,쌈장,0.23,0.03,0,0.01,0.02,0.04,0.13,0.3,0.62,0.73,0.73,70
양념류,양념통닭소스,0.26,0.02,0.01,0.02,0.04,0.07,0.16,0.38,0.63,0.67,0.96,39
양념류,우스터소스,0.1,0.01,0,0.01,0.02,0.04,0.08,0.12,0.18,0.26,0.27,40
양념류,"카레소스,분말",0.3,0.03,0.11,0.11,0.11,0.16,0.23,0.35,0.55,0.59,0.73,20
양념류,토마토케첩,0.23,0.01,0,0,0.01,0.07,0.15,0.33,0.56,0.69,0.91,199
양념류,"후추,분말",0,0,0,0,0,0,0,0,0.01,0.01,0.03,399
양념류,효모,0.01,0,0,0,0,0,0.01,0.02,0.04,0.05,0.06,38
양념류,혼합양념,0.33,0.04,0.01,0.01,0.01,0.01,0.07,0.45,1.24,1.36,1.37,24
유지(식물),들기름,0,0,0,0,0,0,0,0,0.01,0.02,0.1,208
유지(식물),마가린,0,0,0,0,0,0,0,0,0,0,0.02,25
유지(식물),쌀겨기름(미강유),0.01,0,0,0,0,0,0,0,0.01,0.01,0.22,43
유지(식물),옥수수기름,0,0,0,0,0,0,0,0,0.01,0.04,0.08,161
유지(식물),올리브유,0.02,0,0,0,0,0,0,0.02,0.06,0.08,0.19,133
유지(식물),유채씨기름/채종유,0.04,0,0,0,0,0,0,0.04,0.1,0.22,0.32,122
유지(식물),참기름,0.03,0,0,0,0,0,0.01,0.04,0.07,0.11,0.23,431
유지(식물),콩기름,0.11,0,0,0,0,0.02,0.06,0.15,0.28,0.42,0.71,387
유지(식물),해바라기유,0,0,0,0,0,0,0,0,0,0,0.06,67
유지(식물),포도씨유,0.05,0,0,0,0,0.01,0.02,0.07,0.15,0.15,0.16,23
육류,닭고기,2.37,0.14,0.04,0.23,0.42,1.01,2.02,3.26,4.95,5.91,8.19,155
육류,닭고기튀김,2.08,0.23,0.15,0.22,0.43,0.86,1.45,2.55,4.84,5.28,8.05,46
육류,닭육수,1.3,0.47,0,0,0,0.01,0.96,1.62,2.04,2.5,9.73,22
육류,돼지고기,1.44,0.09,0.02,0.08,0.13,0.35,0.93,2.08,3.47,4.47,6.44,275
육류,"돼지고기,삼겹살",1.04,0.15,0,0,0.01,0.06,0.3,1.52,3.35,4.21,5.7,126
육류,돼지 부산물,1.09,0.21,0,0,0,0.02,0.7,1.59,2.4,2.75,6.25,42
육류,"돼지고기가공품,햄/소시지/베이컨",0.73,0.08,0,0.04,0.07,0.13,0.34,0.91,2.09,2.49,4.2,201
육류,"쇠고기,한우",1.04,0.1,0,0.02,0.03,0.14,0.41,1.07,3.02,4.44,7.4,243
육류,"쇠고기,부산물",1.72,0.11,0.13,0.13,0.35,0.51,0.93,1.27,3.76,6.19,7.83,26
육류,"쇠고기,족,사골국물",1.71,0.54,0.01,0.01,0.04,0.07,0.35,1.34,5.76,9.59,11.52,55
육류,오리고기,1.85,0.27,0.03,0.03,0.04,0.58,1.16,2.32,4.24,4.5,7.06,23
난류,달걀,0.89,0.06,0.01,0.04,0.08,0.22,0.68,1.2,2.06,2.54,5.18,365
어패류,어류국물,1.64,0.13,0.01,0.04,0.11,0.39,1.04,2.18,4.05,5.56,7.22,186
어패류,어패류알,0.12,0.04,0,0,0,0,0.04,0.16,0.22,0.27,1.07,28
어패류,어류젓,0.14,0.04,0,0,0,0,0.07,0.14,0.29,0.36,1.28,34
어패류,"생선,통조림",0.56,0.07,0,0,0,0.11,0.37,0.6,1.72,1.82,1.95,57
어패류,"멸치,자건품",0.05,0,0,0,0,0,0.02,0.06,0.13,0.17,0.43,99
어패류,어패류액젓,0.02,0,0,0,0,0,0,0.02,0.04,0.06,0.12,83
어패류,어묵,0.39,0.04,0,0.01,0.01,0.04,0.19,0.59,0.91,1.46,1.81,122
어패류,"어묵,게맛살",0.08,0.01,0,0,0,0.01,0.04,0.07,0.22,0.41,0.59,85
어패류,"새우/패류,젓",0.03,0,0,0,0,0,0,0.02,0.06,0.17,0.27,42
어패류,바지락조개,0.13,0.02,0,0,0.01,0.03,0.08,0.18,0.3,0.4,0.6,55
어패류,전복,0.63,0.32,0.01,0.01,0.03,0.17,0.29,0.46,0.97,2.14,3.07,22
어패류,홍합/진주담치,0.55,0.25,0,0.01,0.02,0.03,0.11,0.63,1.01,2.7,4.38,43
어패류,게,0.29,0.04,0,0,0,0.01,0.02,0.19,0.73,1.1,2.99,32
어패류,새우,0.66,0.16,0,0,0,0.04,0.11,0.47,1.73,3.72,6.65,78
어패류,오징어,0.35,0.04,0,0.01,0.02,0.04,0.12,0.56,0.94,1.06,1.51,64
우유류,우유,4.23,0.27,0,0.26,1.08,2.54,3.51,5.51,7.97,9.42,12.32,176
우유류,아이스크림,1.79,0.11,0.1,0.44,0.56,1.08,1.47,2.18,3.02,4.25,5.51,52
우유류,"요구르트,액상",1.98,0.29,0.55,0.57,0.7,1.13,1.67,1.99,3.28,4.08,7.95,21
우유류,"요구르트,호상",2.29,0.15,0,0.23,1.1,1.52,2.1,2.91,3.53,3.99,6.16,52
우유류,치즈,0.29,0.03,0,0.01,0.03,0.06,0.17,0.35,0.81,0.99,1.45,94
우유류,크림,1.36,0.11,0.12,0.19,0.29,0.66,1.12,1.92,2.39,2.55,2.7,22
유지(동물),버터,0.08,0.01,0,0,0,0.01,0.03,0.09,0.21,0.31,0.6,94
음료류,"토마토,페이스트",0.32,0.05,0,0,0.02,0.07,0.21,0.39,0.89,0.99,1.24,45
음료류,과일음료,5.22,0.56,0.38,1.51,1.77,2.58,3.64,6.79,9.89,12.89,16.04,30
음료류,"음료류,이온음료",6.14,0.54,2.09,2.19,2.78,3.44,3.89,8.48,9.96,13.2,20.12,25
음료류,기타탄산음료,6.16,0.61,0.97,2.06,2.76,3.71,5.16,6.51,10.21,12.54,16.06,33
음료류,사이다,2.89,0.3,0,0,0,0.09,2.69,4.54,6.95,10.33,10.73,71
음료류,콜라,6.02,0.35,0.03,1.03,2.1,3.35,5.25,7.36,9.83,14.49,19.71,132
음료류,"커피,커피만",0.03,0,0,0,0.01,0.01,0.02,0.03,0.1,0.11,0.15,37
음료류,"커피,침출액",5.45,0.49,0.27,0.51,0.67,1.19,4.47,6.86,11.9,15.42,19.15,188
음료류,"커피,당·프림등첨가",0.33,0.04,0.01,0.06,0.13,0.16,0.22,0.32,0.63,0.73,1.4,34
음료류,식초,0.07,0.01,0,0,0,0,0.02,0.08,0.16,0.22,0.43,153
주류,맥주,8.05,0.75,0.48,1.89,2.41,3.96,6.26,8.63,15.33,18.51,32.81,73
주류,소주,4.64,0.67,0,0,0,0.35,3.76,7.25,11.09,13.6,16.56,72
주류,청주,0.25,0.01,0,0,0,0.05,0.09,0.14,0.38,0.51,2.18,35
