식품군,식품,평균(g),표준오차(g),p1(g),p5(g),p10(g),p25(g),p50(g),p75(g),p90(g),p95(g),p99(g),n
곡류 및 그 제품,시리얼,34.42,3.34,0.6,2.99,5.92,15.96,27.48,43.7,70.21,75.67,88.31,40
곡류 및 그 제품,현미,13.58,1.43,0.39,0.89,1.68,3.79,8.11,15.06,33.33,47.01,72.54,143
곡류 및 그 제품,백미,117.36,4.28,3.7,16.25,32.67,65.18,98.31,154.77,220.09,261.98,369.29,457
곡류 및 그 제품,찹쌀,11.57,1.69,0.24,0.3,0.84,2.55,6.54,12.28,27.56,42.86,74.07,90
곡류 및 그 제품,밥,165.12,12.21,5.64,29.8,37.45,86.77,136.13,209.22,268.9,389.98,529.14,114
곡류 및 그 제품,"떡,가래떡/백설기",64.63,7.81,1.2,1.63,2.45,6.39,29.39,97.28,165.86,179.84,276.29,91
곡류 및 그 제품,옥수수,54.74,12,0.03,0.96,1.87,3.38,17.97,94.12,169.03,174.77,195.63,37
곡류 및 그 제품,조,2.48,0.45,0.08,0.08,0.17,0.71,1.4,3.14,5.7,6.5,13.25,57
곡류 및 그 제품,만두,75.95,8.61,0.17,0.26,5.39,24.28,44.64,111.21,160.9,178.38,256.48,34
곡류 및 그 제품,"밥,볶음밥/덮밥",204.35,9.91,54.23,54.62,99.22,158.38,197.69,245.36,274.78,331.47,389.95,25
감자 및 전분류,감자,46.49,4.16,0.21,1.19,3.21,13.82,29.7,54.08,101.09,139.32,239.65,131
감자 및 전분류,감자튀김,52.7,4.36,4.1,8.53,13.12,27.01,52.74,67,82.2,96.33,135.55,43
감자 및 전분류,고구마,52.81,10.2,0.06,0.63,0.82,2.12,9.82,62.16,174.77,261.32,315.79,48
감자 및 전분류,전분,24.82,2.78,0.05,0.08,0.1,0.58,13.12,30.66,71.36,104.42,114.56,42
감자 및 전분류,당면,11.33,2.1,0.43,0.46,1.38,3.18,6.99,13.52,22.1,30.14,72.77,72
당류 및 그 제품,꿀,5.08,1.99,0.01,0.02,0.05,0.17,0.52,3.5,15,23.23,38.58,31
당류 및 그 제품,당밀/시럽,21.55,2.28,0.4,3.62,8.08,12.94,18.29,22.11,36.15,49.02,61.73,31
당류 및 그 제품,물엿/조청,6.28,0.74,0.06,0.16,0.33,0.83,2.37,6.53,16.02,27.22,44.86,288
당류 및 그 제품,설탕,4.24,0.51,0.01,0.08,0.17,0.55,1.64,4.4,9.28,16.75,41.91,381
당류 및 그 제품,초콜릿,24.95,2.5,1.4,2.5,3.71,8.65,20.75,37.29,50.73,54.44,66.02,38
당류 및 그 제품,"매실,농축액",2.77,0.71,0.01,0.04,0.12,0.25,0.55,1.76,8.03,11.3,25.58,120
두류 및 그 제품,대두,7.06,0.89,0.25,0.35,0.75,2.44,4.8,8.38,15.65,21.88,29.65,91
두류 및 그 제품,두부,46.56,7.58,0.21,0.34,0.68,4.39,25.49,62.91,112.67,132.22,224.68,153
두류 및 그 제품,두유,284.81,43.41,143.6,143.6,170.51,176.54,186.59,398.63,541.09,553.75,562.19,22
두류 및 그 제품,완두콩,6.61,1.28,0.06,0.06,0.06,0.3,3.39,8.79,18.25,19.35,26.96,28
종실류 및 그 제품,들깨,1.67,0.4,0.02,0.05,0.06,0.13,0.48,1.67,4.87,7.11,12.61,48
종실류 및 그 제품,땅콩,8.99,5.02,0.01,0.07,0.14,0.37,0.82,2.19,8.86,53.18,98.15,35
종실류 및 그 제품,아몬드,12.41,4.86,0.16,0.31,0.55,1.66,4.5,9.13,40.33,49.67,57.13,29
종실류 및 그 제품,"깨,흰깨",1.08,0.14,0.01,0.04,0.08,0.2,0.45,0.93,2.15,3.61,12.59,353
종실류 및 그 제품,깨소금,1.43,0.83,0.02,0.03,0.05,0.1,0.18,0.26,1.68,9.79,15.79,28
채소류,고사리,35.28,5.32,2.65,3.74,3.89,13.6,26.19,43.9,55.83,79.28,117.4,22
채소류,풋고추,4.37,0.91,0.01,0.05,0.09,0.33,1.15,2.7,6.44,20.92,81.49,243
채소류,붉은고추,1.43,0.79,0.01,0.03,0.04,0.09,0.17,0.39,1.91,3.12,32.2,77
채소류,고춧잎,1.55,0.82,0.04,0.05,0.06,0.1,0.21,0.37,1.48,12.11,15.34,23
채소류,"김치,깍두기",61.47,8.02,0.04,0.08,2.35,36.21,37.91,73.58,114.96,136.26,154.33,51
채소류,"김치,배추김치",70.85,3.51,0.94,7.13,9.65,27.14,51.67,96.98,145.91,186.78,258.35,342
채소류,"김치,열무김치",34.05,5.84,0.2,0.2,0.37,0.93,20.23,47.08,76.12,99.69,155.47,30
채소류,"김치,총각김치",51.16,10.22,0.26,0.26,0.52,1.43,35.16,74.63,89.36,109.64,198.97,23
채소류,"김치,파김치",29.94,1.76,0.04,0.04,0.06,3.6,26.89,29.25,57.82,72.36,84.07,25
채소류,깻잎,3.28,0.65,0.04,0.09,0.15,0.27,1.25,3.54,6.42,13.08,30.4,96
채소류,당근,15.66,1.83,0.06,0.55,0.86,3.11,8.19,17.51,30.89,54.47,109.66,359
채소류,마늘,5.5,0.44,0.06,0.29,0.65,1.36,2.86,5.65,11.41,16.99,50.89,478
채소류,무,33.44,5.58,0.3,0.55,0.87,3.37,14.34,41.04,91.09,134.8,214.72,151
채소류,단무지,33.04,2.75,0.62,2.96,5.99,13.27,23.78,44.38,75.51,94.92,111.5,106
채소류,무말랭이,4.57,0.24,0.52,0.67,0.89,1.55,2.79,5.58,7.09,8.56,12.51,21
채소류,미나리,18.41,5.32,0.8,0.85,1.33,2.29,4.87,21.67,46.97,65.82,102.95,25
채소류,배추,28.37,3.68,0.05,0.17,0.51,2.41,13.51,44.05,70.05,93.82,138.3,94
채소류,부추,8.88,1.67,0.04,0.18,0.28,0.69,2.31,5.17,32.66,44.11,81.44,163
채소류,브로콜리,16.42,10.86,0.05,0.07,0.11,0.91,3.06,4.49,21.46,43.79,194.79,40
채소류,상추,32.4,6.18,0.07,0.38,1.04,2.4,21.85,40.01,79.3,116.32,195.38,77
채소류,생강,1.07,0.3,0,0.01,0.04,0.09,0.2,0.89,2.14,3.74,9.79,144
채소류,숙주나물,24.4,3.89,0.29,0.75,0.85,1.15,16.45,40.1,54.65,72.06,91.06,36
채소류,시금치,47.18,30.2,0.09,0.13,0.5,1.48,5.07,24.1,74.27,79.26,745.89,72
채소류,새싹채소,1.61,1.1,0.01,0.01,0.01,0.02,0.26,0.66,1.04,2.49,29.7,36
채소류,쑥갓,2.62,0.65,0.17,0.24,0.27,0.51,1.49,2.87,5.28,6.83,16.2,34
채소류,양배추,22.03,1.97,0.36,0.84,1.78,6.66,15.42,27.39,49.76,65.58,121.87,196
채소류,양상추,37.93,2.7,9.2,9.2,15.71,21.44,34.63,42.54,73.51,83.36,89.1,43
채소류,양파,36.31,1.98,0.2,2.05,4.54,11.05,24.07,44.46,84.91,109.07,207.09,455
채소류,오이,24.03,4.46,0.07,0.21,1.18,4.02,8.01,22.67,53.7,88.04,256.8,141
채소류,"오이,피클",13.57,1.84,0.97,1.25,2.12,2.81,7.78,22.09,31.4,35.39,52.4,60
채소류,우엉,9.99,2.97,0.31,0.45,1.08,2.89,5.06,7.15,39.66,40.11,52.77,37
채소류,치커리,2.64,0.35,0.26,0.26,0.3,0.6,0.91,2.23,8.52,9.06,14.52,24
채소류,콩나물,25.85,3.44,0.04,0.32,1.17,4.12,14.79,37.61,67.16,85.38,114.66,124
채소류,토마토,109.93,15.26,0.15,0.28,1.08,6.02,22.67,134.84,316.23,433.67,832.34,91
채소류,파,14.22,1.17,0.27,0.78,1.42,3.63,7.73,18.16,29.76,46.86,108.06,450
채소류,파프리카,9.63,3.88,0.04,0.08,0.1,0.32,0.51,1.91,31.32,65.68,93.35,57
채소류,피망,6.82,1.17,0.06,0.09,0.22,1.06,3.27,8.37,15.58,25.14,44.07,113
채소류,애호박,20.27,2.82,0.17,0.25,0.68,2.96,10.11,18.87,48.03,103.69,145.25,168
채소류,단호박,19.94,3.94,0.38,0.38,0.38,0.79,2.59,23.98,64.3,74.4,104.53,23
채소류,채소국물,42.21,4.58,1.18,1.73,4.52,8.31,36.66,74.3,80.92,95.15,131.63,48
버섯류,느타리버섯,23.39,4.27,0.28,0.35,0.58,1.55,5.6,23.19,75.5,99.61,207.42,110
버섯류,"목이버섯,말린것",0.96,0.33,0.07,0.07,0.07,0.33,0.59,0.7,1.2,3.23,5.97,23
버섯류,양송이버섯,14.48,2.54,0.01,0.03,0.18,3.25,11.44,19.85,31.6,39.11,57.95,46
버섯류,팽이버섯,4.53,0.62,0.02,0.22,0.32,0.66,1.74,5.06,12.3,20.89,32.49,98
버섯류,표고버섯,6.95,1.36,0.14,0.19,0.31,0.96,2.96,8.87,17.87,29.93,45.27,86
과실류,귤,103.93,13.87,0.1,11.65,35.06,47.42,76.71,118.55,208.59,245.71,346.86,37
과실류,딸기,133.38,18.83,0.01,2.95,27.59,77.68,110.75,144.16,251.53,317.95,378.24,21
과실류,바나나,114.31,13.54,0.12,0.26,1.07,56.11,75.7,138.7,249.06,252.9,476.42,38
과실류,배,50.47,8.02,0.14,0.16,0.21,0.9,8.37,19.95,103.27,387.96,498.36,41
과실류,복숭아,81.41,38.58,0.02,0.12,0.36,0.82,1.58,98.09,174.06,319.17,666.71,31
과실류,사과,75.25,11.07,0.14,0.43,0.9,2.34,7.87,129.81,224.2,298.46,333.31,100
과실류,올리브,8.08,0.86,0.05,0.56,1.71,3.86,7.11,10.01,12.21,18.83,23.44,32
과실류,키위,6.01,0.99,0.06,0.21,0.4,0.7,2.08,4.77,6.16,37.36,63.96,50
과실류,파인애플,26.73,4.68,0.02,0.12,0.44,0.87,1.64,28.78,95.58,131.83,169.25,25
해조류,김,1.81,0.24,0.01,0.06,0.1,0.33,1.01,2.09,4.04,5.79,12.15,90
해조류,"미역,말린것",3.75,0.5,0.02,0.02,0.03,0.08,3.66,5.37,8.81,11.82,15.32,40
해조류,다시마국물,75.92,12.52,1.19,2.43,6.02,14.01,33.08,74.62,221.85,249.46,555.31,96
해조류,조미김,2.36,0.22,0.03,0.15,0.23,0.58,1.43,3.87,4.4,5.75,9.43,95
음료류,과일음료,320.57,14.32,52,73.46,103.13,162.09,261.18,378.8,466.17,526.77,591.31,21
음료류,기타탄산음료,498,40.23,103,103,191.37,318.33,493.08,511.78,945.43,1001.75,1177.4,40
음료류,사이다,222.66,27.26,0.1,1.03,1.76,5.71,196.65,349.09,511.83,517.92,692.99,55
음료류,콜라,381.18,21.86,1.59,3.21,130.33,204.95,372.42,419.54,577.14,809.12,1011.4,117
음료류,"커피,커피만",2.82,0.56,0.6,0.78,0.8,0.85,1.85,3.53,5.05,6.87,12.82,25
음료류,"커피,침출액",393.54,21.03,22.62,41.96,51.33,208.33,352.77,498.88,700.1,944.23,1186.58,182
음료류,"커피,커피믹스",12.54,1.18,0.6,0.6,2.96,10.64,11.8,11.98,23.59,23.79,23.96,25
주류,맥주,689.1,83.79,95,154.41,214.77,333.72,465.76,764.32,1495.56,1691.99,1860.88,41
주류,소주,329.12,37.35,0.23,0.25,0.44,7.99,266.5,427.92,651.03,857.06,1246.18,62
주류,청주,13.54,6.19,0.11,0.15,0.22,1.68,3.49,12.26,20.19,21.56,155.29,25
조미료류,"토마토,페이스트",31.49,3.66,0.15,1.61,6.63,13.35,26.57,40.83,48.83,75.72,93.9,31
조미료류,간장,9.12,0.79,0.1,0.33,0.62,1.6,3.93,9.86,21.48,38.18,58.86,416
조미료류,"겨자/와사비,페이스트",4.55,0.8,0.01,0.04,0.22,1.21,2.95,5.07,9.57,17.6,22.44,72
조미료류,고춧가루,3.28,0.31,0.03,0.14,0.25,0.92,2.34,4.11,6.08,9.4,19.3,393
조미료류,고추장,10.66,0.89,0.05,0.22,0.53,2.17,6.14,13,25.88,37.04,65.2,302
조미료류,굴소스,4.33,2.68,0.07,0.09,0.18,0.33,0.49,2.25,6.46,16.9,34.7,27
조미료류,고기용소스,27.5,5.7,0.06,0.34,0.63,3.4,13.17,34.82,57.54,59.27,157.21,40
조미료류,된장,9.15,1.06,0.02,0.13,0.29,1.51,6.1,12.39,18.79,29.77,38.44,124
조미료류,라면스프,6.82,0.46,1.72,1.92,2.24,3.49,6.28,9.11,10.34,14.21,15.28,64
조미료류,마요네즈,19.03,2.18,0.1,1.6,2.36,5.22,11.6,26.8,41.38,52.38,96.29,133
조미료류,맛술,1.34,0.18,0,0.02,0.06,0.22,0.51,1.42,3.12,5.54,12.77,93
조미료류,분말조미료,0.36,0.03,0,0,0.01,0.05,0.17,0.48,0.97,1.22,2.08,301
조미료류,소금,1.78,0.18,0.02,0.08,0.15,0.4,0.9,1.95,4.27,5.59,15.95,450
조미료류,식초,2.6,0.31,0,0.04,0.06,0.19,0.77,2.61,6.77,10.4,21.25,135
조미료류,쌈장,13.11,1.62,0.4,0.6,0.98,2.78,5.84,15.98,23.89,38.56,61.74,53
조미료류,우스터소스,8.93,0.74,0.68,1.31,2.23,3.99,7.64,9.24,14.75,18.53,34.14,27
조미료류,칠리소스,22.67,3.5,0.44,0.44,1.49,3.41,16.51,29.52,64.48,70.45,80.68,59
조미료류,토마토케첩,16.51,1.85,0.03,0.21,1.32,4.02,10.31,18.92,39.19,56.66,79.6,154
조미료류,"후추,분말",0.27,0.03,0,0.01,0.02,0.05,0.14,0.35,0.63,0.95,1.71,354
조미료류,혼합양념,17.77,1.55,0.44,0.55,1.28,3.54,9.26,16.58,50.35,54.06,57.04,21
조미료류,초고추장,6.24,1.71,0.08,0.09,0.12,0.25,1.69,5.63,15.76,19.08,50.18,23
유지류(식물성),들기름,0.82,0.28,0,0,0.01,0.02,0.1,0.33,1.22,2.98,14.2,186
유지류(식물성),쌀겨기름(미강유),0.04,0.03,0,0,0,0,0.01,0.02,0.03,0.03,0.66,39
유지류(식물성),옥수수기름,0.65,0.15,0,0,0,0.01,0.03,0.11,2.9,4.1,7.43,157
유지류(식물성),올리브유,2.86,0.8,0,0,0.01,0.02,0.15,1.57,5.52,10.01,34.18,149
유지류(식물성),유채씨기름/채종유,1.98,0.4,0,0.01,0.05,0.15,0.49,1.78,5.2,8.94,13.69,108
유지류(식물성),참기름,2.13,0.19,0.01,0.03,0.12,0.42,1.21,2.56,4.98,8.12,13.49,396
유지류(식물성),콩기름,7.07,0.86,0.01,0.08,0.21,0.74,3.56,8.06,15.25,24.15,59.85,357
유지류(식물성),해바라기유,0.33,0.1,0,0,0,0.01,0.01,0.03,0.14,1.28,5.63,59
기타(식물성),효모,1.61,0.18,0.24,0.34,0.45,0.74,1.44,2.07,2.44,3.74,4.62,31
육류 및 그 제품,닭고기,167.58,16.01,2.19,4.46,23.03,60.65,99.9,188.87,421.81,573.73,680.87,144
육류 및 그 제품,닭고기튀김,253.33,29.94,14.63,17.01,34.71,51.35,132.3,399.01,586.14,653,826.14,40
육류 및 그 제품,닭육수,94.07,9.62,0.45,0.45,0.45,0.89,69.88,135.6,248.59,272.95,280.2,27
육류 및 그 제품,돼지고기,90.86,7.27,0.82,3.52,11.04,26.43,75.5,117.63,175.71,253.6,402.88,234
육류 및 그 제품,"돼지고기,삼겹살",64.86,9.92,0.1,0.21,0.73,3.15,13.68,62.93,216.07,303.85,409.61,106
육류 및 그 제품,돼지 부산물,54.66,8.96,0.07,0.07,0.31,7.76,44.26,68.5,108.47,161.42,262.24,32
육류 및 그 제품,"돼지고기가공품,햄/소시지/베이컨",53.64,8.51,0.03,1.86,2.72,8.98,32.89,54.75,107.25,173.03,426.88,165
육류 및 그 제품,"쇠고기,한우",81.76,10.5,1.03,2.34,3.52,13.72,38.73,101.52,203.01,326.61,493.28,219
육류 및 그 제품,"쇠고기,수입우",57.49,3.55,0.09,0.27,0.28,0.83,2.2,45.53,84.88,248.37,400.07,23
육류 및 그 제품,"쇠고기,족,사골국물",165.83,34.17,0.83,2.95,5.78,19.16,60.9,149.35,583.5,659.39,992.61,49
난류,달걀,55.03,3.69,0.53,1.9,4.92,12.58,39.85,73.71,123.37,181.03,275.11,331
어패류,어류국물,126.87,14.43,0.71,3.68,7.79,37.44,73.48,140.54,296.6,381.25,867.47,174
어패류,어류젓,9.03,5.27,0.05,0.08,0.13,0.43,1.68,4.67,23.37,35.73,67.79,35
어패류,"생선,통조림",35.23,7.14,0.35,0.5,1.32,8.43,23.5,49.81,70.01,82.51,182.97,51
어패류,"멸치,자건품",4.45,0.76,0,0.08,0.13,0.91,2.47,3.71,10.53,17.64,34.4,85
어패류,어패류액젓,1.2,0.28,0.04,0.06,0.09,0.18,0.52,1.25,2.46,4.33,8.36,89
어패류,어묵,25.67,2.57,0.27,1.14,2.19,6.14,17.85,33.95,61.33,70.07,110.27,101
어패류,"어묵,게맛살",4.9,0.71,0.06,0.37,0.45,0.81,3.29,5.51,10.53,14.6,31.24,67
어패류,"새우/패류,젓",1.7,0.39,0.02,0.03,0.1,0.13,0.53,1.59,5.34,6.03,10.69,53
어패류,바지락조개,9.86,1.63,0.14,0.39,0.69,2.49,5.08,13.86,29.79,32.12,33.34,52
어패류,홍합/진주담치,17.92,2.7,0.2,0.91,1.59,2.02,5.92,34.13,38.7,44.39,65.95,40
어패류,게,26.6,3.57,0.14,0.21,0.45,0.74,3.6,27.73,61.57,79.65,212.95,38
어패류,새우,14.12,2.99,0.06,0.33,0.51,1.67,6.03,15.05,28.35,73.54,100.94,67
어패류,오징어,26.5,4.42,0.41,0.67,1.03,3.89,20.61,34.35,51.25,71.68,140.27,70
우유류 및 그 제품,우유,272.2,15.17,0.32,19.77,78.33,156.92,208.87,364.42,506.64,591.26,761.09,150
우유류 및 그 제품,아이스밀크,88.06,5.84,33.5,34.5,40.82,66.13,74.49,96.67,127.65,183.6,192.27,22
우유류 및 그 제품,아이스크림,133.47,8.52,10.6,24.3,28.13,47.04,102.03,178.39,267.33,333.94,407.59,39
우유류 및 그 제품,"요구르트,액상",157.12,14.5,35.97,36.92,67.04,68.25,138.31,159.29,229.17,422.68,631.79,28
우유류 및 그 제품,"요구르트,호상",115.9,9.97,0.05,15.8,28.83,73.07,97.08,156.52,191.27,211.31,254.02,42
우유류 및 그 제품,치즈,30.35,4.06,0.56,1.13,2.95,9.67,20.28,36.73,49.88,69.2,189.47,84
유지류(동물성),버터,6.48,0.86,0.01,0.04,0.08,1.27,3.72,9.81,15.19,18.04,40.17,78
