"성별(1)","특성별(1)",특성별(2),2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022
"성별(1)","특성별(1)",특성별(2),응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차
"남자","거주지역별",읍면,620,9.2,1.6,589,9.7,1.5,607,7.4,1.8,604,7.0,1.8,553,3.8,1.0,625,7.2,1.4,498,9.5,2.2,595,4.9,1.0,586,6.3,1.0
"남자","소득수준별",하,591,10.3,1.6,593,8.6,1.5,630,6.2,1.1,656,4.0,0.8,621,6.5,1.1,646,8.3,1.4,528,7.9,1.4,535,3.6,1.0,525,4.7,1.0
"남자","소득수준별",중하,583,9.7,1.5,596,11.3,1.5,586,8.3,1.4,651,7.2,1.2,631,6.7,1.2,626,7.9,1.3,528,7.9,1.4,532,5.6,1.1,527,4.2,1.0
"남자","소득수준별",중,599,9.9,1.4,576,14.5,2.1,598,8.2,1.5,652,6.6,1.1,622,8.4,1.6,650,8.4,1.5,531,10.5,1.7,541,5.2,1.2,529,6.1,1.2
"남자","소득수준별",중상,590,13.3,1.8,574,13.4,1.8,605,7.4,1.7,661,8.9,1.3,632,5.5,1.2,652,9.2,1.4,503,8.7,1.7,514,7.9,1.5,511,8.6,1.4
"남자","소득수준별",상,600,11.4,1.5,586,12.6,1.7,629,9.8,1.3,607,9.0,1.6,632,7.9,1.3,617,8.9,1.5,517,7.9,1.4,507,10.0,1.8,510,8.3,1.4
"남자","거주지역(표준화)별",동,2356,11.3,0.8,2353,12.7,1.0,2456,8.2,0.7,2629,7.6,0.7,2591,7.7,0.7,2577,9.3,0.7,2114,8.9,0.7,2044,7.1,0.8,2019,6.7,0.7
"남자","거주지역(표준화)별",읍면,620,9.8,1.7,589,10.9,1.8,607,8.6,2.0,604,9.3,2.2,553,3.6,1.0,625,8.8,1.6,498,10.5,2.2,595,5.0,1.6,586,7.2,1.4
"남자","소득수준(표준화)별",하,591,10.6,1.7,593,8.7,1.4,630,6.5,1.1,656,4.4,0.9,621,6.3,1.1,646,9.1,1.5,528,8.7,1.5,535,4.6,1.1,525,5.2,1.1
"남자","소득수준(표준화)별",중하,583,9.7,1.6,596,12.0,1.6,586,8.6,1.5,651,7.6,1.2,631,7.5,1.3,626,8.2,1.3,528,8.9,1.5,532,6.2,1.3,527,4.3,1.1
