식품군,식품,평균(g),표준오차(g),p1(g),p5(g),p10(g),p25(g),p50(g),p75(g),p90(g),p95(g),p99(g),n
감자 및 전분류,당면,12.26,1.79,0.24,0.54,0.95,2.45,8.48,15.64,23.08,31.55,65.65,69
당류 및 그 제품,꿀,3.78,0.86,0.03,0.06,0.1,0.18,0.48,3.8,13.6,18.1,22.73,30
당류 및 그 제품,당밀/시럽,22.81,1.49,1.7,2.05,8.77,13.94,18.85,25.2,40.81,52,53.94,42
당류 및 그 제품,물엿/조청,4.99,0.36,0.02,0.18,0.27,0.69,2.55,6.28,13.49,18.7,26.47,283
당류 및 그 제품,설탕,3.84,0.35,0.03,0.09,0.18,0.58,2,4.53,9.23,12.18,25.93,407
당류 및 그 제품,젤리,31.7,5.95,3.33,3.34,3.84,10.14,22.79,31.5,68.15,70.61,136.18,20
당류 및 그 제품,초콜릿,37.36,5.87,3.2,7.97,9.44,18.35,24.99,48.5,71.98,89.74,104.05,36
당류 및 그 제품,"매실,농축액",3.04,0.89,0.03,0.05,0.08,0.35,0.54,1.99,3.51,7.36,42.2,95
두류 및 그 제품,대두,7.35,1.35,0.23,0.29,0.62,1.92,3.52,6.84,13.56,19.13,73.09,87
두류 및 그 제품,두부,48.93,7.59,0.2,0.4,1.26,5.28,20.36,46.46,109.85,184.33,427.1,178
두류 및 그 제품,유부,12.55,2.27,0.07,0.07,0.07,1.28,4.21,9.79,37.95,39.43,52.33,20
두류 및 그 제품,두유,213.16,21.84,148.5,148.5,148.5,154.34,168.25,182.15,224.99,388.98,529.24,21
두류 및 그 제품,완두콩,1.93,0.21,0.06,0.07,0.13,0.17,0.35,2.13,6.68,9.11,11.03,41
종실류 및 그 제품,들깨,1.16,0.26,0.03,0.03,0.06,0.19,0.56,1.53,2.55,3.36,5.33,45
종실류 및 그 제품,땅콩,0.93,0.08,0.02,0.02,0.05,0.16,0.3,0.67,1.33,2.89,9.19,42
종실류 및 그 제품,밤,2.42,0.81,0,0,0.01,0.01,0.02,3.28,8.87,9.46,13.51,21
종실류 및 그 제품,아몬드,13.44,6,0.03,0.15,0.33,0.66,2.92,10.13,34.77,70.17,84.83,36
종실류 및 그 제품,"깨,흰깨",0.82,0.07,0.02,0.04,0.06,0.16,0.39,0.87,1.91,3.6,5.81,368
종실류 및 그 제품,호두,2.33,0.51,0.02,0.02,0.18,0.43,1.14,2.31,5.07,6.3,14.14,32
종실류 및 그 제품,깨소금,0.85,0.33,0,0.01,0.01,0.13,0.35,0.72,1.4,1.63,8.98,44
채소류,풋고추,3.17,0.46,0.01,0.03,0.07,0.36,0.98,2.93,7.08,10.96,35.23,257
채소류,붉은고추,0.54,0.14,0,0.01,0.01,0.06,0.13,0.36,0.56,2.86,6.15,95
채소류,고춧잎,1.78,1.13,0.04,0.04,0.04,0.12,0.36,1.01,1.62,2.81,25.27,20
채소류,"김치,깍두기",49.15,5.93,0.04,0.08,0.2,8.33,36.26,70.74,97.35,131.77,177.23,69
채소류,"김치,배추김치",86.22,4.63,1.99,6.53,12.68,38.75,62.54,126.72,171.67,228.94,333.14,369
채소류,"김치,열무김치",33.32,4.74,0.2,0.28,0.37,0.92,16.2,33.89,103.37,125.42,133.68,52
채소류,"김치,총각김치",54.36,16.33,0.26,0.3,0.45,1.11,7.56,57.9,159.26,216.82,257.13,31
채소류,깻잎,3.97,0.76,0.04,0.11,0.15,0.31,1.29,4.56,8.42,12.57,49.77,105
채소류,당근,15.8,1.46,0.09,0.51,0.98,2.84,9.28,20.64,34.23,43.44,89.46,396
채소류,마늘,5.21,0.45,0.03,0.2,0.38,1.03,2.5,5.42,10.51,17.83,33.93,510
채소류,무,17.91,2.1,0.17,0.51,0.95,2.33,7.67,24.91,44.69,54.71,111.47,162
채소류,단무지,28.32,3.27,2.91,4.92,6.62,9.79,16.45,30.02,57.95,91.73,168.74,119
채소류,"무,무장아찌",32.86,4.49,2.1,2.1,5.9,8.44,27.9,45.02,64.52,86.61,108.31,24
채소류,미나리,8.07,1.16,0.13,0.26,0.6,1.19,5.86,12.54,17.88,23.34,27.59,39
채소류,양배추,26.44,3.53,0.09,0.44,0.86,2.95,17.88,35.22,57.14,69.81,169.34,208
채소류,배추,19.24,2.59,0.12,0.45,0.94,3.22,10,21.31,49.48,59.28,128.81,100
채소류,부추,7.43,1.4,0.01,0.09,0.26,0.77,2.46,6.42,16.14,27.14,74.19,165
채소류,브로콜리,7.9,3.05,0.11,0.11,0.23,0.75,2.37,5.21,11.76,39.2,68.2,35
채소류,상추,33.83,3.5,0.16,0.52,0.88,10.34,27.29,46.29,67.48,96.71,133.93,82
채소류,생강,0.65,0.1,0,0.01,0.02,0.09,0.18,0.7,1.8,2.84,4.54,141
채소류,시금치,17.18,1.59,0.06,0.11,0.33,1.19,2.63,23.06,45.94,59.2,102.26,106
채소류,새싹채소,0.51,0.04,0,0,0.01,0.01,0.07,0.28,0.84,1.25,6.81,39
채소류,쑥갓,2.03,0.37,0.04,0.08,0.17,0.42,0.83,2.59,6.13,7.27,9.32,55
채소류,양상추,30.24,2.96,0.92,0.92,4.46,12.77,18.6,42.25,57.07,84.59,96.51,43
채소류,양파,40.7,2.48,0.12,1.5,3.13,11.31,23.78,56.17,101.71,124.9,223.17,499
채소류,오이,17.94,2.44,0.21,0.82,1.55,3.21,7.71,26.29,45.76,72.56,113.5,184
채소류,"오이,피클",19.6,2.77,0.1,0.22,0.84,2.83,14.58,26.06,40.6,51.77,98.4,67
채소류,우엉,5.06,0.26,0.54,1.36,1.79,3.02,4.19,6.6,8.71,11.11,11.61,44
채소류,치커리,3.62,1.1,0.03,0.03,0.03,0.25,0.58,5.15,11.03,13,14.76,27
채소류,콩나물,20.8,2.71,0.21,0.36,1.29,3.64,12.56,20.56,52.44,66.87,150.39,124
채소류,토마토,41.64,8.17,0.12,0.24,0.57,2.75,14.14,46.71,85.39,191.82,380.87,91
채소류,파,12.64,1.01,0.26,0.6,1.18,3.41,7.47,16.37,27.11,34.34,75.44,483
채소류,파프리카,15.41,6.11,0.01,0.02,0.06,0.17,0.49,1.86,41.14,83.56,201.36,62
채소류,피망,7.65,1.97,0.05,0.13,0.22,0.77,2.52,5.17,13.03,18.84,126.55,137
채소류,애호박,20.4,3.21,0.04,0.27,0.66,2.68,9,19.09,58.86,82.32,177.39,208
채소류,단호박,17.84,8.08,0.13,0.13,0.15,0.42,0.92,4.6,50.33,117.31,172.67,27
채소류,채소국물,29.63,6.26,0.43,0.83,1.47,5.92,12.2,46.87,70.75,76.6,133.39,62
채소류,"파슬리,말린것",0.22,0.04,0,0.01,0.01,0.03,0.11,0.27,0.45,0.76,0.96,24
버섯류,느타리버섯,18.38,2.19,0.14,0.29,0.36,1.15,4.03,14.45,41.43,71.08,183.86,124
버섯류,"목이버섯,말린것",0.5,0.06,0.04,0.05,0.06,0.09,0.37,0.76,0.97,1.11,1.28,26
버섯류,"목이버섯,삶은것",2.71,1.9,0.01,0.01,0.02,0.02,0.67,1.47,1.81,2.04,48.48,24
버섯류,양송이버섯,9.09,1.31,0.02,0.02,0.05,2.26,4.77,12.88,20.32,31.48,45.63,65
버섯류,팽이버섯,9.73,2.41,0.02,0.1,0.24,0.58,1.33,7.01,31.65,47.44,87,115
버섯류,표고버섯,8.67,1.12,0.13,0.27,0.46,0.97,4.86,13.53,23.57,29.68,37.22,133
과실류,귤,178.24,18.98,3.81,19.9,25.3,41.65,116.44,222.24,354.12,408.06,839.48,36
과실류,레몬,0.6,0.05,0.03,0.03,0.03,0.16,0.4,0.74,1.03,1.28,2.01,20
과실류,바나나,103.11,14.09,0.12,0.48,1.34,42.71,110.03,129.75,199.63,240.45,274.66,37
과실류,배,37.78,7.65,0.23,0.69,1.11,1.98,8.33,11.8,106.72,186.99,342.13,40
과실류,복숭아,103.14,25.23,0.1,0.14,0.25,0.52,1.27,198.25,295.28,417.5,504.22,32
과실류,사과,108.67,20.59,0.11,0.25,0.69,1.61,4.96,150.56,300.97,443.63,619.57,103
과실류,수박,221.46,12.47,1.03,30.09,72.96,114.82,165.72,330.82,365.45,418.72,461.34,22
과실류,올리브,5.26,0.77,0.1,0.19,0.78,1.43,2.89,6.32,11.96,15.44,21.38,36
과실류,키위,14.52,3.21,0.07,0.08,0.12,0.32,1.39,4.64,69.91,92.38,140.66,57
과실류,파인애플,15.21,8.17,0.04,0.04,0.04,0.33,0.69,2.42,25.67,81.85,189.43,29
해조류,김,1.41,0.18,0.01,0.02,0.07,0.26,1.05,1.65,3.35,4.15,8.62,105
해조류,"미역,말린것",3.83,0.46,0.02,0.02,0.06,0.09,3.85,4.87,7.8,8.96,13.6,47
해조류,다시마국물,55.44,8.68,1.08,2.08,2.61,9.04,19.73,44.72,132.12,274.85,419.66,121
해조류,조미김,1.91,0.24,0.03,0.07,0.12,0.37,1.17,2.4,3.98,4.92,12.24,98
음료류,과일음료,300.12,23.14,26,82.06,97.78,138.57,207.3,405.91,539.28,624.82,787.49,39
음료류,"음료류,이온음료",478.06,66.9,104,139.34,170.16,218.18,360.36,512.2,912.73,976.37,1027.27,449
음료류,기타탄산음료,323.84,18.58,154.5,154.5,154.5,192.74,277.39,443.48,493.19,507.33,572.96,71
음료류,사이다,221.7,28.99,0.1,0.19,0.58,1.71,127.38,367.65,571.62,712.81,833.34,382
음료류,콜라,390.36,30.22,3.78,8.26,87.52,203.24,368.48,522.52,634.57,876.08,1285.88,297
음료류,"커피,커피만",1.7,0.23,0.45,0.45,0.61,0.73,1.01,1.83,2.66,4.85,6.96,32
음료류,"커피,침출액",391.02,25.27,25.72,32.4,42.8,165.96,352.23,487.28,701.2,1131.32,1511.74,33
음료류,커피음료,347.25,43.65,136.4,159.21,192.49,207.99,275.96,394.13,528.63,578.25,889.77,145
음료류,"커피,커피믹스",16.89,2.18,2.4,2.4,3.79,9.66,11.9,23.41,23.96,31.74,54.89,77
주류,맥주,642.13,43.83,95,229.66,260.65,447.91,467.5,614.86,1357.96,1847.04,1970.95,145
주류,소주,371.05,45.22,0.06,0.17,0.42,2.64,240.62,532.9,897.12,1092.85,1447.41,111
조미료류,"토마토,페이스트",20.75,2.93,0.3,0.58,3.23,7,11.87,25.14,45.95,61.48,84.81,340
조미료류,간장,8.45,0.62,0.07,0.23,0.48,1.51,4.47,10.68,19.54,31.26,57.95,494
조미료류,"겨자/와사비,페이스트",4.3,0.72,0.01,0.03,0.03,0.81,2.94,5.57,9.6,12.47,21.41,136
조미료류,고춧가루,2.92,0.17,0.03,0.1,0.2,0.64,1.95,4.12,6.89,9.04,13.22,79
조미료류,고추장,10.27,0.88,0.06,0.22,0.52,2.08,6.62,14.63,23.46,27.96,53.27,26
조미료류,굴소스,2.69,0.31,0.08,0.08,0.08,0.39,0.97,3.29,5.28,14.71,18.54,59
조미료류,고기용소스,25.47,5.69,0.09,0.1,0.11,2.11,17.1,36.49,55.12,59.2,108.76,21
조미료류,된장,9.28,0.78,0.05,0.16,0.54,2.19,7,11.96,22.74,28.29,31.28,163
조미료류,"라면/우동,조미스프",7.46,0.38,2.25,2.48,2.73,4.79,6.57,9.21,10.5,13.04,20.95,359
조미료류,마요네즈,17.56,2.03,0.1,1.29,2.15,4.69,10.8,21.7,46.72,56.36,93.7,30
조미료류,맛술,1.23,0.15,0,0.02,0.03,0.15,0.52,1.15,2.82,5.1,11.54,22
조미료류,분말조미료,0.44,0.04,0,0.01,0.02,0.07,0.19,0.47,1.27,1.8,3.15,22
조미료류,소금,1.65,0.1,0.03,0.1,0.17,0.39,0.97,2.14,3.78,5.81,9.26,25
조미료류,식초,3.23,0.52,0,0.03,0.13,0.28,0.99,3.93,8.97,11.91,22.86,221
조미료류,쌈장,13.32,1.21,0.5,1.14,1.43,3.39,6.06,18.04,19.38,27.98,55.35,27
조미료류,우스터소스,6.45,0.78,0.23,0.55,1.04,2.12,6.19,8.94,10.02,14.18,18.4,25
조미료류,칠리소스,18.73,2.18,0.4,0.59,1.05,2.5,14.13,28.62,39.47,54.97,69.58,59
조미료류,"카레소스,분말",20.04,2.64,2.38,2.39,2.42,4.31,12.4,26.02,33.61,53.81,73.93,179
조미료류,토마토케첩,12.86,1.02,0.04,0.5,1.05,3,8.05,17.98,32.31,36.19,50.35,174
조미료류,"후추,분말",0.24,0.02,0,0,0.01,0.04,0.12,0.25,0.6,0.89,2.27,136
조미료류,춘장,18,1.29,0.27,1.37,1.44,5.78,16.75,28.8,35.74,37.2,43.68,419
조미료류,스파게티소스,53.08,12.56,4.47,4.5,4.69,12.19,19.55,62.06,123.44,167.44,295.21,392
조미료류,"자장소스,분말",13.18,1.19,0.01,0.06,0.41,5.01,16.82,17.19,17.41,17.48,23.71,96
조미료류,초고추장,12.23,1.33,0.1,0.13,0.28,1.75,6.2,15.63,32.8,37.82,42.18,34
유지류(식물성),들기름,0.64,0.15,0,0.01,0.01,0.02,0.1,0.37,0.98,2.66,9.49,123
유지류(식물성),마가린,0.43,0.23,0,0,0,0.02,0.13,0.23,0.57,0.89,6.02,56
유지류(식물성),쇼트닝,0.39,0.03,0.07,0.1,0.12,0.18,0.28,0.53,0.66,0.69,0.9,27
유지류(식물성),쌀겨기름(미강유),0.04,0.01,0,0,0,0.01,0.01,0.03,0.07,0.08,0.42,260
유지류(식물성),옥수수기름,0.25,0.06,0,0,0,0.01,0.05,0.13,0.36,0.82,4.94,146
유지류(식물성),올리브유,2.23,0.89,0,0.01,0.01,0.02,0.1,0.91,4.6,4.97,61.32,35
유지류(식물성),유채씨기름/채종유,1.93,0.39,0,0.02,0.04,0.2,0.65,2.32,4.12,8.41,15.19,215
유지류(식물성),참기름,1.78,0.18,0.01,0.03,0.12,0.38,1.03,2.15,3.5,5.27,18.19,226
유지류(식물성),콩기름,6.42,0.49,0.02,0.08,0.23,0.82,3.22,9.14,15.81,23.69,34.13,22
유지류(식물성),해바라기유,1.79,0.95,0,0,0.01,0.01,0.05,0.11,2.39,5.79,36.76,47
기타(식물성),효모,1.09,0.16,0.02,0.15,0.19,0.32,0.61,1.27,2.46,3.1,4.3,21
육류 및 그 제품,닭고기,138.41,13.15,1.67,6.01,18.98,61.36,111.63,200.25,290.53,364.71,471.55,369
육류 및 그 제품,닭고기튀김,168.27,17.07,5.2,8.93,11.84,45.63,100.19,261.11,353.74,434.27,679.68,177
육류 및 그 제품,닭육수,87.57,7.71,0.3,0.38,0.67,1.7,49.38,95.54,204.99,338.53,395.32,31
육류 및 그 제품,돼지고기,89.84,6.05,0.36,3.33,9.45,23.72,59.8,117.34,212.71,282.06,473.01,26
육류 및 그 제품,"돼지고기,삼겹살",60.27,8.68,0.03,0.21,0.33,3.17,14.42,88.58,177.26,231.5,300.87,24
육류 및 그 제품,돼지 부산물,84.55,7.31,0.07,0.07,0.12,20.21,73.22,118.95,153.16,180.02,298.37,58
육류 및 그 제품,"돼지고기가공품,햄/소시지/베이컨",39.46,3.94,0.01,2.5,4.47,6.93,24.91,49.51,95.03,118.33,207.34,88
육류 및 그 제품,"쇠고기,한우",67.87,6.48,0.85,1.4,3.69,13.84,30.75,81.7,159.55,250.86,443.16,74
육류 및 그 제품,"쇠고기,부산물",105.7,13.69,23.33,23.33,23.33,34.78,63.23,141.51,220.58,253.52,368.13,118
육류 및 그 제품,"쇠고기,족,사골국물",166.54,41.69,0.13,0.18,1.27,4.14,21.44,293.95,535.17,561.78,695.51,77
육류 및 그 제품,오리고기,118.36,16.13,2.18,2.48,4.92,37.21,93.24,175.57,225.52,251.16,427.08,36
난류,달걀,56.41,4.63,1.19,2.63,5.89,16.34,40.54,66,111.67,166.86,384.08,66
어패류,어류국물,106.61,10.79,0.47,2.97,7.97,29.36,66.56,130.1,250.55,303.57,499.11,55
어패류,고등어,46.18,3.21,4.86,6.71,9.67,23.77,35.09,67.45,86.94,94.98,107.33,28
어패류,어패류알,4.98,1.01,0.15,0.15,0.26,0.5,1.07,6.35,14.68,17.49,22.98,53
어패류,어류젓,11.99,4.05,0.04,0.15,0.33,0.95,2.42,15.61,32.29,42.11,48.82,73
어패류,"생선,통조림",25.08,2.51,0.24,0.45,1.14,5.66,14.02,34.17,69.96,69.99,97.16,78
어패류,"멸치,자건품",4.96,0.76,0.08,0.13,0.27,0.69,2.78,8.18,11.07,17.02,22.8,24
어패류,어패류액젓,1.13,0.24,0.02,0.03,0.06,0.18,0.41,0.94,3.07,6.55,6.9,193
어패류,어묵,26.16,5.4,0.25,1,1.22,2.47,15.79,32.33,60.52,93.55,179.76,22
어패류,"어묵,게맛살",8.66,0.99,0.13,0.69,0.89,1.42,2.58,5.28,10.25,60.9,88.87,50
어패류,"새우/패류,젓",1.37,0.24,0.03,0.07,0.11,0.27,0.65,1.67,2.77,4.51,10,45
어패류,바지락조개,8.44,1.52,0.35,0.43,1.05,2.08,4.5,10.29,19.98,27.98,47.54,106
어패류,홍합/진주담치,14.58,2.44,0.19,0.23,0.71,1.51,3.12,20.84,44.12,53.16,60.78,21
어패류,갑오징어,0.46,0.08,0.09,0.09,0.13,0.22,0.37,0.46,0.77,1.2,1.77,41
어패류,게,10.14,4.87,0.05,0.27,0.37,0.58,1.1,4.01,20.39,60.35,110.95,89
어패류,새우,12.41,2.72,0.08,0.12,0.35,0.66,2.09,16.21,33.2,47.92,105.12,42
어패류,오징어,21.09,2.52,0.3,0.44,0.58,2.04,8.39,29.25,44.51,84.08,167.46,22
어패류,"오징어,말린것",18.24,3.64,0.9,0.9,1.86,5.03,10.25,18.08,41.53,54.12,88.93,27
우유류 및 그 제품,우유,241.26,11.32,0.25,12.1,72.72,148.93,204.89,297.68,441.25,520.28,664.63,61
우유류 및 그 제품,샤베트,116.93,9.04,53.2,53.2,66.55,75.87,88.7,127.45,169.36,249.87,349.33,109
우유류 및 그 제품,아이스크림,129.7,21.95,6.67,23.29,34.3,56.13,93.84,133,245.13,377.05,491.42,29
우유류 및 그 제품,"요구르트,호상",177.22,16.83,1.94,53.68,62.38,84.34,150.41,224.9,335.7,412.98,518.79,198
우유류 및 그 제품,치즈,28.62,3,0.51,1.09,2.21,4.64,17.96,38.31,58.8,93.99,154.27,24
우유류 및 그 제품,크림,69.77,4.56,14.6,14.6,14.6,28.44,52.6,96.53,110.85,134.33,153.16,29
유지류(동물성),돼지기름,0.38,0.04,0.02,0.08,0.15,0.21,0.32,0.49,0.64,0.79,1.14,46
유지류(동물성),버터,7.19,0.56,0.02,0.05,0.44,1.07,3.71,11.73,15.85,22.27,32.99,52
